company_name,company_industry,company_legal_form,company_headquarters,file_name
Manjushree Technopack,Packaging,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
UnitedLex,Legal,Private,"New York, New York, United States (USA)",AmbitionBox
Trident Hotels,Hospitality,Private,"New Delhi, India",AmbitionBox
Talentpro,Recruitment,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Aptech,Education & Training,Public,"Mumbai, Maharashtra, India",AmbitionBox
PepsiCo (India) Holdings,,,,AmbitionBox
Marlabs,IT Services & Consulting,Private,"Piscataway, New Jersey, United States (USA)",AmbitionBox
Utility Powertech,Power,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Coats,Manufacturing,Private,"Middlesex, United Kingdom (UK)",AmbitionBox
Pennar Industries,Building Material,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Indecomm Global Services,IT Services & Consulting,Private,"Edison, New Jersey, United States (USA)",AmbitionBox
Brainvire,IT Services & Consulting,Private,"Plano, Texas, United States (USA)",AmbitionBox
Mahanagar Gas,Oil & Gas,Public,"Mumbai, Maharashtra, India",AmbitionBox
Vijay Nirman Company,Engineering & Construction,Private,"Visakhapatnam/Vizag, Andhra Pradesh, India",AmbitionBox
Hema Engineering Industries,Auto Components,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Airports Authority of India,Aviation,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
Fena,Chemicals,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Jaypee Cement,Building Material,Private,"Solan, Himachal Pradesh, India",AmbitionBox
Rungta Mines,Metals & Mining,Public,"Singhbum, Jharkhand, India",AmbitionBox
Aegis Essar,BPO,,"Mumbai, Maharashtra, India",AmbitionBox
Cuemath,EdTech,Private,"Bangalore,Karnataka, India",AmbitionBox
Bristlecone,IT Services & Consulting,Private,"Pune, Maharashtra, India",AmbitionBox
Castrol,Chemicals / Agri Inputs,Public,"Pangbourne, Berkshire, United Kingdom (UK)",AmbitionBox
Poly Medicure,Medical Equipment,Public,"Delhi/NCR, Delhi, India",AmbitionBox
SHYAM METALICS AND ENERGY,Iron & Steel,Private,"Kolkata, West Bengal, India",AmbitionBox
FCC Clutch,Auto Components,,"Hamamatsu, Japan",AmbitionBox
Jtekt Sona Automotive India,Auto Components,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Gujarat Heavy Chemicals,Chemicals,Public,"Noida, Uttar Pradesh, India",AmbitionBox
Efs Facilities Services,Facility Management Services,Private,"Dubai, Dubai, United Arab Emirates (UAE)",AmbitionBox
RAK Ceramics,Building Material,Private,"Ras Al Khaimah, Ras Al Khaimah, United Arab Emirates (UAE)",AmbitionBox
CARE,Financial Services,Private,"Noida, India",AmbitionBox
Aerial Telecom Solutions,Telecom,Private,"Mohali, Punjab, India",AmbitionBox
Kaya Skin Clinic,Retail,Public,"Mumbai, Maharashtra, India",AmbitionBox
Maersk Line,Logistics,Public,"Copenhagen, Copenhagen, Denmark",AmbitionBox
Monte Carlo,Fashion & Textile,Public,"San Francisco,California, United States",AmbitionBox
Competent Software,IT Services & Consulting,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
Adidas,Fashion & Textile,Public,"Herzogenaurach, Bavaria, Germany",AmbitionBox
ACL Digital,IT Services & Consulting,Private,"Santa Clara, California, United States (USA)",AmbitionBox
ERA Group,Power,Public,"Mumbai,Maharashtra, India",AmbitionBox
QHTalbros,Auto Components,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Sarovar Hotels & Resorts,Hospitality,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Bajaj Capital Insurance,Insurance,,"New Delhi, India",AmbitionBox
Hindusthan National Glass,Packaging,Public,"Kolkata, West Bengal, India",AmbitionBox
Evision Technoserve,Recruitment,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Vedang Cellular Services,Telecom,,"Mumbai, India",AmbitionBox
AT&T,Telecom,Private,"Dallas, Texas, United States (USA)",AmbitionBox
Siyaram Silk Mills,Fashion & Textile,Public,"Mumbai, Maharashtra, India",AmbitionBox
Hpl Electric & Power,Electrical Equipment,Private,"Noida, Uttar Pradesh, India",AmbitionBox
St. Xavier's High School,Education & Training,Private,"Mumbai, Maharashtra, India",AmbitionBox
Lakme,Beauty & Personal Care,Public,"Mumbai, Maharashtra, India",AmbitionBox
Omax Autos,Auto Components,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Supertech,Real Estate,Private,"Noida, Uttar Pradesh, India",AmbitionBox
CWT,Travel & Tourism,Private,"Minnetonka, UnitedStates",AmbitionBox
TEXMO INDUSTRIES,Industrial Machinery,Private,"Coimbatore, India",AmbitionBox
Micron Electricals,Engineering & Construction,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Satyam Auto Components,Auto Components,Private,"Ludhiana, Punjab, India",AmbitionBox
CtrlS,IT Services & Consulting,Private,"Hyderabad, India",AmbitionBox
Nihilent,IT Services & Consulting,Private,"Pune, Maharashtra, India",AmbitionBox
Prince Pipes & Fittings,Building Material,Public,"Mumbai, Maharashtra, India",AmbitionBox
British Council,Education & Training,Government,"London, UnitedKingdom",AmbitionBox
Dodla Dairy,FMCG,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Lido Learning,EdTech,,"Mumbai,Maharashtra, India",AmbitionBox
PropTiger.com,Internet,Private,"Gurgaon,Haryana, India",AmbitionBox
Kirloskar Pneumatic,Industrial Machinery,Public,"Pune, Maharashtra, India",AmbitionBox
Varthana,Financial Services,Private,"Bangalore,Karnataka, India",AmbitionBox
SMC Global Securities,,Public,"SMC Global Securities Ltd., United States (USA)",AmbitionBox
Nlb Services,Recruitment,Private,"Alpharetta, Georgia, United States (USA)",AmbitionBox
Larsen & Toubro Group,Engineering & Construction,,"Mumbai,",AmbitionBox
CMC,Education & Training,Public,"Bhopal, Madhya Pradesh, India",AmbitionBox
SIS Prosegur Holdings,Law Enforcement & Security,Private,"Patna, Bihar, India",AmbitionBox
Agrostar,Internet,,"Pune,Maharashtra, India",AmbitionBox
Carlsberg,Beverage,Private,"Vesterbro, Copenhagen, Denmark",AmbitionBox
Hamilton Housewares,Consumer Electronics & Appliances,Private,"Mumbai, Maharashtra, India",AmbitionBox
Alight Solutions,IT Services & Consulting,Private,"Lincolnshire, United States",AmbitionBox
Descon Engineering,Engineering & Construction,Private,"Lahore, Pakistan",AmbitionBox
Medica Superspecialty Hospital,Healthcare,Private,"Kolkata,West Bengal, India",AmbitionBox
Unimoni,FinTech,Private,"Abu Dhabi, Dubai, United Arab Emirates (UAE)",AmbitionBox
Soma Enterprises,Engineering & Construction,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Rockwell Automation,Industrial Automation,Private,"Milwaukee, Wisconsin, United States (USA)",AmbitionBox
Giesecke & Devrient,IT Services & Consulting,Private,"Munich, Germany",AmbitionBox
TriGeo Technologies,IT Services & Consulting,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Infrastructure Leasing & Financial Services,Engineering & Construction,Private,"Mumbai, India",AmbitionBox
QUICK HEAL TECHNOLOGIES,Software Product,Public,"Pune,Maharashtra, India",AmbitionBox
Mitsubishi Electric,Electronics Manufacturing,Private,"Chiyoda City, Tokyo, Japan",AmbitionBox
Value Point Systems,IT Services & Consulting,Private,"Bangalore, India",AmbitionBox
Roop Polymers,Auto Components,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Prime Focus Technologies,IT Services & Consulting,Private,"Mumbai,Maharashtra, India",AmbitionBox
Onshore Construction,Engineering & Construction,Private,"Mumbai, Maharashtra, India",AmbitionBox
Practo,Internet,Private,"Bangalore,Karnataka, India",AmbitionBox
Kissht Finance,FinTech,Private,"Mumbai,Maharashtra, India",AmbitionBox
Blue Yonder,IT Services & Consulting,Private,"Scottsdale, Arizona, United States (USA)",AmbitionBox
Zee Entertainment Enterprises,Media & Entertainment,Public,"Mumbai, India",AmbitionBox
Embibe,EdTech,Private,"Bangalore,Karnataka, India",AmbitionBox
Rao IIT Academy,Education & Training,Private,"Mumbai, Maharashtra, India",AmbitionBox
NetConnectGlobal,IT Services & Consulting,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
SS Supply Chain Solutions,IT Services & Consulting,Private,"Gurgaon,Haryana, India",AmbitionBox
Amazon Web Services,Software Product,Public,"Seattle, Washington, United States (USA)",AmbitionBox
Novartis Healthcare,Pharma,Public,"Mumbai, Maharashtra, India",AmbitionBox
N.C.L. Industries,Building Material,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Telesonic Networks,Telecom,Public,"Delhi/NCR, Delhi, India",AmbitionBox
TO THE NEW,IT Services & Consulting,Private,"Noida,Uttar Pradesh, India",AmbitionBox
Alfanar,Electronics Manufacturing,Private,"Riyadh, Riyadh, Saudi Arabia",AmbitionBox
Labournet Services,Non-Profit,Private,"Bangalore,Karnataka, India",AmbitionBox
DHL Global Forwarding,Logistics,Private,"Bonn, Germany",AmbitionBox
Triumphant Institute of Management Education,Education & Training,Private,"Hyderabad, India",AmbitionBox
Greenlam Industries,Building Material,Public,"Delhi/NCR, Delhi, India",AmbitionBox
Paramount Health Services Tpa,Internet,Private,"Mumbai, Maharashtra, India",AmbitionBox
Sulzer,Industrial Machinery,Private,"Winterthur, Winterthur, Switzerland",AmbitionBox
HCG Hospital,Healthcare,Public,"Ahmedabad, Gujarat, India",AmbitionBox
National Bulk Handling Corporation,Agriculture,Private,"Mumbai, Maharashtra, India",AmbitionBox
Audi,Automobile,Private,"Ingolstadt, Bavaria, Germany",AmbitionBox
Sudarshan Chemical Industries,Chemicals,Public,"Pune, Maharashtra, India",AmbitionBox
Delta Electronics,Electronics Manufacturing,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Heidelberg Cement,Building Material,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Williams Lea Tag,Recruitment,Public,"New York, USA",AmbitionBox
Uppcl,Power,Public,"Lucknow, Uttar Pradesh, India",AmbitionBox
Tata International,Import & Export,Public,"Mumbai, Maharashtra, India",AmbitionBox
Exxon Mobil,Oil & Gas,Private,"Irving, Texas, United States (USA)",AmbitionBox
Mahindra Two Wheelers,Automobile,Public,"Pune, India",AmbitionBox
Autoliv,Auto Components,Private,"Klarabergsviadukten 70, Stockholm, Sweden",AmbitionBox
Advantmed,Software Product,Private,"Santa Ana, California, United States (USA)",AmbitionBox
Ssipl Lifestyle,Retail,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Venky's,FMCG,Public,"Pune, Maharashtra, India",AmbitionBox
Online Legal India,Legal,Private,"Kolkata, West Bengal, India",AmbitionBox
Continental,Auto Components,Private,"Hanover, Germany",AmbitionBox
Avery Dennison,Printing / Packaging,Private,"Glendale, California, United States (USA)",AmbitionBox
IDBI Intech,IT Services & Consulting,Private,"Navi Mumbai, Maharashtra, India",AmbitionBox
Marelli,Auto Components,Private,"Corbetta, Corbetta, Italy",AmbitionBox
Iron Mountain Inc,IT Services & Consulting,Private,"Boston,Massachusetts, United States",AmbitionBox
Flatworld Solutions,BPO,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Kataria Automobiles,Automobile,Private,"Ahmedabad, Gujarat, India",AmbitionBox
H & R Johnson,Building Material,Private,"Staffordshire, United States (USA)",AmbitionBox
Vaaman Engineers,Engineering & Construction,Private,"Mumbai, India",AmbitionBox
Toyota,Automobile,Private,"Toyota City, Aichi Prefecture, Japan",AmbitionBox
Prestige Group,Real Estate,Private,"Bengaluru, India",AmbitionBox
Maxgen Technologies,IT Services & Consulting,Private,"Mumbai, Maharashtra, India",AmbitionBox
PC Jewellers,Metals & Mining,Public,"Delhi/NCR, Delhi, India",AmbitionBox
Aurigo,IT Services & Consulting,Private,"Austin, Texas, United States (USA)",AmbitionBox
SPAR Hypermarkets,Retail,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Satya MicroCapital,Financial Services,Public,"Delhi,NCT, India",AmbitionBox
Wipro Infotech Limited,,,,AmbitionBox
Pinnacle Infotech,IT Services & Consulting,,"Houston, Texas, United States (USA)",AmbitionBox
IndianMoney.com,Investment Banking / Venture Capital / Private Equity,Private,"Bangalore,Karnataka, India",AmbitionBox
Siemens Energy,Power,Private,"Munich, Germany",AmbitionBox
JM Financial,Financial Services,Public,"Mumbai, Maharashtra, India",AmbitionBox
Vizag Steel,Iron & Steel,Public,"Visakhapatnam/Vizag, Andhra Pradesh, India",AmbitionBox
ITSource Technologies,IT Services & Consulting,Public,"Mumbai, Maharashtra, India",AmbitionBox
Del Monte Foods,Food Processing,Private,"San Francisco, UnitedStates",AmbitionBox
S P Singla Constructions,Engineering & Construction,Private,"Panchkula, Haryana, India",AmbitionBox
Sona Comstar,Auto Components,Public,"Gurgaon, India",AmbitionBox
Shriram Value Services,IT Services & Consulting,Private,"Chennai, Tamil Nadu, India",AmbitionBox
MOURI Tech,IT Services & Consulting,Private,"Dallas, Texas, United States (USA)",AmbitionBox
Royal Orchid Hotels,Hospitality,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Deloitte Digital,IT Services & Consulting,Private,"New York,New York, United States (USA)",AmbitionBox
Eicher Motors,Automobile,Public,"Gurgaon, India",AmbitionBox
B. Braun Medical,Healthcare,Private,"Melsungen, Hesse, Germany",AmbitionBox
NCCCL,Engineering & Construction,Private,"Mumbai, Maharashtra, India",AmbitionBox
Bombardier Transportation,Urban Transport,Private,"Montreal, Berlin, Canada",AmbitionBox
Federal Mogul Goetze,Auto Components,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Evelyn Learning Systems,EdTech,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
F1 Info Solutions Services,IT Services & Consulting,Private,"Mumbai, Maharashtra, India",AmbitionBox
INDIABULLS PHARMACEUTICALS,Pharma,Private,"Mumbai,Maharashtra, India",AmbitionBox
MAYORA,Beverage,Private,"Hyderabad, Telangana, India",AmbitionBox
NTT,IT Services & Consulting,,"Melbourne, Victoria, Australia",AmbitionBox
Andritz,Industrial Machinery,Private,"Graz, Steiermark, Austria",AmbitionBox
Zealous Services,BPO,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Qcon,Engineering & Construction,Private,"Doha, Qatar",AmbitionBox
SK E&C,Engineering & Construction,,"Seoul, SouthKorea",AmbitionBox
STUP Consultants,Engineering & Construction,Private,"Mumbai, Maharashtra, India",AmbitionBox
Quislex Legal Services,Legal,Private,"New York, New York, United States (USA)",AmbitionBox
UCAL Fuel Systems,Auto Components,Public,"Chennai, Tamil Nadu, India",AmbitionBox
Vimta Labs,Healthcare,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Sasken,IT Services & Consulting,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
ADFC,Banking,Private,"Mumbai, India",AmbitionBox
Pratham Education Foundation,Education & Training,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Trigent Software,IT Services & Consulting,Private,"Southborough, Massachusetts, United States (USA)",AmbitionBox
Central Bank of India,Banking,Public,"Mumbai, Maharashtra, India",AmbitionBox
Sona Koyo Steering Systems,Auto Components,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Licious,Internet,Private,"Bangalore,Karnataka, India",AmbitionBox
Aquasub Engineering,Industrial Machinery,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Danfoss Industries,Manufacturing,Private,"Nordborg, Als, Denmark",AmbitionBox
BDO India LLP,Accounting & Auditing,LLP,"New Delhi, India",AmbitionBox
Hsbc Technology,IT Services & Consulting,Private,"London, United Kingdom",AmbitionBox
Samsung C&T,Engineering & Construction,,"Suwon-Si, Gyeonggi-Do, South Korea",AmbitionBox
IIC Technologies,IT Services & Consulting,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Universal Sompo General Insurance,Insurance,Private,"Mumbai, Maharashtra, India",AmbitionBox
Black Knight,IT Services & Consulting,Private,"Jacksonville,Florida, United States",AmbitionBox
CIEL HR,Recruitment,Private,"Bangalore,Karnataka, India",AmbitionBox
Wipro Digital,IT Services & Consulting,Private,"Brooklyn, New York, United States (USA)",AmbitionBox
Yokohama,Auto Components,Private,"tokyo, Japan",AmbitionBox
Indofil Industries,Agro Chemicals,Private,"Mumbai, Maharashtra, India",AmbitionBox
Indofil Industries,Agro Chemicals,Private,"Mumbai, Maharashtra, India",AmbitionBox
Psp Projects,Engineering & Construction,Private,"Ahmedabad, Gujarat, India",AmbitionBox
Prama Hikvision India,Electronics Manufacturing,Private,"Hangzhou, China",AmbitionBox
CIEL HR,Recruitment,Private,"Bangalore,Karnataka, India",AmbitionBox
Yokohama,Auto Components,Private,"tokyo, Japan",AmbitionBox
Wipro Digital,IT Services & Consulting,Private,"Brooklyn, New York, United States (USA)",AmbitionBox
Flamingo Pharmaceuticals,Pharma,Public,"Mumbai, India",AmbitionBox
Allegis Group,Recruitment,Private,"Hanover, Maryland, United States (USA)",AmbitionBox
Teleysia Networks,Telecom,Private,"Ahmedabad, Gujarat, India",AmbitionBox
Allied Blenders & Distillers,Beverage,Private,"Mumbai, Maharashtra, India",AmbitionBox
PK,IT Services & Consulting,Private,"Beaverton, Oregon, United States (USA)",AmbitionBox
McCain Foods,Food Processing,Private,"Toronto, Canada",AmbitionBox
Shriram Housing Finance,Financial Services,Public,"Mumbai, Maharashtra, India",AmbitionBox
Miles Education - CPA & CMA Review (Hyderabad),EdTech,Private,"Bengaluru/Bangalore, Karnataka, India",AmbitionBox
Mars International India,Food Processing,Private,"McLean, United States (USA)",AmbitionBox
SABIC,Chemicals,Private,"Riyadh, Saudi Arabia",AmbitionBox
Apple,Consumer Electronics & Appliances,Private,"Cupertino, California, United States (USA)",AmbitionBox
Carrier,Consumer Electronics & Appliances,Private,"Florida, United States (USA)",AmbitionBox
Aditya Birla Minacs,IT Services & Consulting,Private,"Bellandur, India",AmbitionBox
Prism Cement,Building Material,Private,"Mumbai, India",AmbitionBox
Reshamandi,Fashion & Textile,Private,"Bangalore,Karnataka, India",AmbitionBox
McKinsey & Company,Management Consulting,Private,,AmbitionBox
NU Vista,Building Material,Public,"Kolkata, West Bengal, India",AmbitionBox
FMC,Agro Chemicals,Private,"Philadelphia, United States (USA)",AmbitionBox
Aramex,Logistics,Private,"Dubai, United Arab Emirates (UAE)",AmbitionBox
Reliance Life Sciences,Pharma,Private,"Mumbai, Maharashtra, India",AmbitionBox
