company_name,company_industry,company_market_cap,company_employees,country,file_name
Digital Bros,Video games|Tech|Entertainment,$0.35 B|$24.24|0.72%|-27.32%,5749,Italy,companiesMarketCap_dataset
Voyager Therapeutics,Biotech|Pharmaceuticals|Genomics|Gene therapy,$0.35 B|$9.16|-3.17%|223.67%,5748,USA,companiesMarketCap_dataset
Ess Tech,Batteries|Electricity|Energy|Renewable energy,$0.35 B|$2.31|6.94%|-65.11%,5747,USA,companiesMarketCap_dataset
Burning Rock Biotech,Diagnostics and Testing|Biotech,$0.35 B|$3.36|4.35%|-63.16%,5746,China,companiesMarketCap_dataset
Lsi Industries,LED Lighting Manufacturers|Manufacturing,$0.35 B|$12.79|-2.74%|107.63%,5745,USA,companiesMarketCap_dataset
Sportsman's Warehouse,Retail|Sports goods,$0.35 B|$9.45|2.94%|-11.85%,5744,USA,companiesMarketCap_dataset
Inspired Entertainment,Gambling|Video games|Entertainment,$0.35 B|$13.80|1.10%|10.49%,5743,USA,companiesMarketCap_dataset
The Pennant Group,Healthcare|Medical Care Facilities,$0.35 B|$12.07|2.12%|-26.09%,5742,USA,companiesMarketCap_dataset
Phathom Pharmaceuticals,,$0.35 B|$8.61|3.11%|-43.17%,5741,USA,companiesMarketCap_dataset
Gladstone Capital,Investment|Financial services,$0.35 B|$10.09|0.70%|-5.70%,5740,USA,companiesMarketCap_dataset
Surmodics,Medical devices,$0.35 B|$25.46|-3.49%|-42.07%,5739,USA,companiesMarketCap_dataset
Gold Royalty Corp,Mining|Gold mining,$0.35 B|$2.50|2.46%|-44.32%,5738,Canada,companiesMarketCap_dataset
Nve Corporation,Electronics,$0.35 B|$74.52|1.19%|23.03%,5737,USA,companiesMarketCap_dataset
Aeva Technologies,Lidar|Tech|Tech Hardware|Autonomous driving,$0.36 B|$1.65|3.77%|-65.12%,5736,USA,companiesMarketCap_dataset
Seaspine,Medical devices,$0.36 B|$9.54|8.29%|-20.17%,5735,USA,companiesMarketCap_dataset
Citizens & Northern Corp,Banks|Financial services,$0.36 B|$23.29|2.42%|-7.43%,5734,USA,companiesMarketCap_dataset
Carparts.com,Internet|E-Commerce|Tech|Retail,$0.36 B|$6.63|0.15%|-23.53%,5733,USA,companiesMarketCap_dataset
Rxsight,Medical devices,$0.36 B|$13.05|1.64%|18.31%,5732,USA,companiesMarketCap_dataset
Macatawa Bank,Banks|Financial services,$0.36 B|$10.57|-0.19%|15.65%,5731,USA,companiesMarketCap_dataset
Unisys,IT services|Software|Tech,$0.36 B|$5.34|0.95%|-70.71%,5730,USA,companiesMarketCap_dataset
374water,Waste & Recycling,$0.36 B|$2.86|-5.61%|-39.79%,5729,USA,companiesMarketCap_dataset
The Restaurant Group Plc,Restaurant chains|Food,$0.36 B|$0.46|6.57%|-66.67%,5728,UK,companiesMarketCap_dataset
Gatos Silver,Silver Mining|Mining,$0.36 B|$5.25|5.63%|-49.03%,5727,USA,companiesMarketCap_dataset
Pmv Pharmaceuticals,Pharmaceuticals|Biotech,$0.36 B|$7.95|1.27%|-52.68%,5726,USA,companiesMarketCap_dataset
Hong Kong Ferry,Hotels|Travel,$0.36 B|$1.02|-0.25%|18.60%,5725,Hong Kong,companiesMarketCap_dataset
Rayonier Advanced Materials,Chemicals,$0.36 B|$5.68|-16.22%|-12.21%,5724,USA,companiesMarketCap_dataset
Clarus,,$0.36 B|$9.83|5.25%|-54.74%,5723,USA,companiesMarketCap_dataset
Traeger,,$0.36 B|$2.97|8.39%|-68.84%,5722,USA,companiesMarketCap_dataset
Regencell Bioscience,Pharmaceuticals|Biotech,$0.36 B|$28.00|0.00%|3.82%,5721,Hong Kong,companiesMarketCap_dataset
Penseco Financial Services,Banks|Financial services,$0.36 B|$50.90|0.20%|2.29%,5720,USA,companiesMarketCap_dataset
Adc Therapeutics,Pharmaceuticals|Biotech,$0.36 B|$4.70|-0.63%|-70.01%,5719,Switzerland,companiesMarketCap_dataset
Faraday Future,Automakers|Electric Vehicles|Manufacturing,$0.36 B|$0.61|5.04%|-86.98%,5718,USA,companiesMarketCap_dataset
Strides Pharma,Pharmaceuticals,$0.36 B|$4.04|0.14%|-24.91%,5717,India,companiesMarketCap_dataset
Orasure Technologies,Diagnostics and Testing|Biotech,$0.36 B|$5.03|0.40%|-42.91%,5716,USA,companiesMarketCap_dataset
Nl Industries,,$0.36 B|$7.51|3.59%|15.54%,5715,USA,companiesMarketCap_dataset
Selina Hospitality,Travel|Internet|Online Travel,$0.36 B|$3.47|9.81%,5714,UK,companiesMarketCap_dataset
Vor Biopharma,Pharmaceuticals|Biotech,$0.36 B|$5.60|3.32%|-33.33%,5713,USA,companiesMarketCap_dataset
India Tourism Development Corp,Travel,$0.36 B|$4.29|-1.26%|-18.13%,5712,India,companiesMarketCap_dataset
Hindustan Construction Company,Construction|Engineering,$0.36 B|$0.24|-3.19%|20.00%,5711,India,companiesMarketCap_dataset
Alx Oncology,Pharmaceuticals|Biotech,$0.36 B|$9.03|-2.59%|-41.52%,5710,USA,companiesMarketCap_dataset
Hersha Hospitality Trust,REITs|Real estate|Investment,$0.36 B|$8.88|3.38%|-1.66%,5709,USA,companiesMarketCap_dataset
Hailiang Education,Education,$0.36 B|$14.30|0.00%|29.65%,5708,China,companiesMarketCap_dataset
Financial Institutions,Banks|Financial services,$0.36 B|$24.06|1.43%|-24.72%,5707,USA,companiesMarketCap_dataset
Jci Hitachi India,,$0.36 B|$13.57|-0.75%|-46.66%,5706,India,companiesMarketCap_dataset
Atara Biotherapeutics,Pharmaceuticals|Biotech,$0.36 B|$3.89|9.58%|-72.19%,5705,USA,companiesMarketCap_dataset
Aldeyra Therapeutics,Pharmaceuticals,$0.37 B|$6.32|3.61%|94.46%,5704,USA,companiesMarketCap_dataset
Gaslog Partners,Oil&Gas|Transportation|Maritime transportation|Energy,$0.37 B|$6.80|1.04%|59.62%,5703,,companiesMarketCap_dataset
Omega Therapeutics,Pharmaceuticals|Biotech,$0.37 B|$7.29|5.81%|-21.19%,5702,USA,companiesMarketCap_dataset
Blend Labs,Financial services|Tech|Software,$0.37 B|$1.56|4.70%|-77.84%,5701,USA,companiesMarketCap_dataset
Adicet Bio,Pharmaceuticals|Biotech,$0.37 B|$8.84|6.51%|-25.90%,5684,USA,companiesMarketCap_dataset
Hometrust Bancshares,Banks|Financial services,$0.37 B|$24.25|0.37%|-23.02%,5683,USA,companiesMarketCap_dataset
Archosaur Games,Video games|Entertainment,$0.37 B|$0.47|2.78%|-60.17%,5682,China,companiesMarketCap_dataset
Bahnhof Ab,Telecommunication,$0.37 B|$3.52|-1.52%|-8.81%,5681,Sweden,companiesMarketCap_dataset
Safe Bulkers,Transportation,$0.37 B|$3.19|3.91%|-4.49%,5680,,companiesMarketCap_dataset
Regal Hotels International,Hotels|Travel,$0.37 B|$0.42|0.00%|2.44%,5679,Hong Kong,companiesMarketCap_dataset
Meta Materials,,$0.38 B|$1.05|10.72%|-39.31%,5678,Canada,companiesMarketCap_dataset
Karyopharm Therapeutics,Pharmaceuticals|Biotech,$0.38 B|$3.37|0.90%|-59.30%,5677,USA,companiesMarketCap_dataset
Farmers & Merchants Bancorp,Banks|Financial services,$0.38 B|$28.09|1.19%|-14.10%,5676,USA,companiesMarketCap_dataset
Brt Apartments,REITs|Real estate|Investment,$0.38 B|$20.19|0.35%|-5.17%,5675,USA,companiesMarketCap_dataset
Cpi Card Group,Financial services,$0.38 B|$33.70|3.12%|123.18%,5674,USA,companiesMarketCap_dataset
North American Construction Group,Construction,$0.38 B|$14.53|0.35%|1.82%,5673,Canada,companiesMarketCap_dataset
Tcns Clothing,Clothing,$0.38 B|$6.25|0.62%|-41.81%,5672,India,companiesMarketCap_dataset
Ottakringer Getränke,Beverages|Alcoholic beverages,$0.38 B|$173.76|0.00%|3.08%,5671,,companiesMarketCap_dataset
Sichuan Xunyou Network Technology,Video games|Entertainment,$0.38 B|$1.92|1.34%|-32.16%,5670,China,companiesMarketCap_dataset
Ptc India,Energy,$0.38 B|$1.32|1.18%|3.94%,5669,India,companiesMarketCap_dataset
Automotive Axles,Automotive Suppliers,$0.38 B|$25.78|-0.20%|22.01%,5668,India,companiesMarketCap_dataset
Comtech Telecommunications,Telecommunications equipment|Tech|Manufacturing,$0.39 B|$14.05|-0.50%|-31.50%,5667,USA,companiesMarketCap_dataset
Skywater Technology,Semiconductors|Tech|Tech Hardware,$0.39 B|$9.02|6.12%|-16.33%,5666,USA,companiesMarketCap_dataset
Transcontinental Realty Investors,REITs|Real estate|Investment,$0.39 B|$45.24|0.42%|17.29%,5665,USA,companiesMarketCap_dataset
Rbb Bancorp,Banks|Financial services,$0.39 B|$20.65|2.08%|-21.96%,5664,USA,companiesMarketCap_dataset
Professional Holding,Banks|Financial services,$0.39 B|$28.40|2.23%|30.28%,5663,USA,companiesMarketCap_dataset
Hippo,Insurance|Tech,$0.39 B|$17.02|-0.41%|710.48%,5662,USA,companiesMarketCap_dataset
1-800-petmeds,E-Commerce|Internet|Tech,$0.39 B|$18.64|4.25%|-22.37%,5661,USA,companiesMarketCap_dataset
Bed Bath & Beyond,Retail,$0.39 B|$3.35|-11.61%|-74.15%,5660,USA,companiesMarketCap_dataset
Lendingtree,Financial services|Internet|Tech,$0.39 B|$30.74|6.70%|-76.03%,5659,USA,companiesMarketCap_dataset
Astec Lifesciences,Chemicals,$0.39 B|$20.06|-0.13%|-8.65%,5658,India,companiesMarketCap_dataset
Microvision,Tech|Lidar|Tech Hardware|Autonomous driving,$0.39 B|$2.37|3.49%|-23.05%,5657,USA,companiesMarketCap_dataset
Pennantpark Investment,Investment,$0.39 B|$6.04|0.33%|-10.78%,5656,USA,companiesMarketCap_dataset
Tredegar,,$0.39 B|$11.59|0.96%|2.29%,5655,USA,companiesMarketCap_dataset
Niu,Electric Vehicles,$0.39 B|$5.13|9.38%|-64.10%,5654,China,companiesMarketCap_dataset
Power Mech Projects,Construction,$0.39 B|$26.83|-0.22%|106.70%,5653,India,companiesMarketCap_dataset
Sun Corp,Video games|Entertainment,$0.39 B|$16.77|-1.10%|-8.01%,5652,Japan,companiesMarketCap_dataset
Alpine Immune Sciences,Pharmaceuticals|Biotech,$0.39 B|$8.63|2.01%|2.74%,5651,USA,companiesMarketCap_dataset
Deep Yellow,Uranium|Energy|Mining,$0.39 B|$0.53|-0.66%|-11.67%,5650,Australia,companiesMarketCap_dataset
Dish Tv,Media/Press,$0.39 B|$0.22|-0.28%|0.00%,5649,India,companiesMarketCap_dataset
Lovesac,Furniture,$0.39 B|$26.12|3.69%|-45.90%,5648,USA,companiesMarketCap_dataset
Vesuvius India,,$0.39 B|$19.56|-1.13%|31.36%,5647,India,companiesMarketCap_dataset
Concert Pharmaceuticals,Pharmaceuticals|Biotech,$0.39 B|$8.28|-0.12%|166.24%,5646,USA,companiesMarketCap_dataset
Sanara Medtech,Medical devices|Biotech,$0.39 B|$47.95|1.48%|117.16%,5645,USA,companiesMarketCap_dataset
Tarsus Pharmaceuticals,Pharmaceuticals|Biotech,$0.39 B|$14.93|3.68%|-14.10%,5644,USA,companiesMarketCap_dataset
Akoya Biosciences,Biotech|Scientific & Technical Instruments,$0.39 B|$10.50|0.00%|-8.70%,5643,USA,companiesMarketCap_dataset
Turning Point Brands,Tobacco,$0.39 B|$22.73|3.13%|-34.12%,5642,USA,companiesMarketCap_dataset
Jumia,Internet|E-Commerce|Tech|Retail,$0.39 B|$4.00|6.95%|-50.80%,5641,Germany,companiesMarketCap_dataset
Avon Protection,Defense contractors|Manufacturing,$0.39 B|$12.72|0.00%|-11.61%,5640,UK,companiesMarketCap_dataset
C4 Therapeutics,Pharmaceuticals|Biotech,$0.39 B|$8.17|7.78%|-65.09%,5639,USA,companiesMarketCap_dataset
Global Cord Blood,Biotech,$0.40 B|$2.99|0.00%|-28.35%,5638,Hong Kong,companiesMarketCap_dataset
Air Busan,Airlines|Travel|Transportation,$0.40 B|$3.44|12.29%|94.35%,5637,South Korea,companiesMarketCap_dataset
Agc Networks,Professional services,$0.40 B|$12.11|0.00%|-0.57%,5636,India,companiesMarketCap_dataset
Nexpoint Real Estate Finance,Real estate|Investment|REITs,$0.40 B|$18.12|0.61%|-8.11%,5635,USA,companiesMarketCap_dataset
Marimekko,Clothing,$0.40 B|$9.89|0.66%|-50.25%,5634,Finland,companiesMarketCap_dataset
Dzs Inc,Telecommunications equipment|Networking hardware,$0.40 B|$13.02|1.72%|-6.80%,5633,USA,companiesMarketCap_dataset
Bank Mayapada Internasional,Banks|Financial services,$0.40 B|$0.03000|-0.96%|-25.00%,5632,Indonesia,companiesMarketCap_dataset
Tata Steel Long Products,Steel industry,$0.40 B|$8.95|-0.42%|-8.49%,5631,India,companiesMarketCap_dataset
Phnom Penh Autonomous Port,Ports|Infrastructure,$0.40 B|$3.53|0.97%,5630,Cambodia,companiesMarketCap_dataset
Daily Journal,Media/Press,$0.40 B|$293.61|2.58%|-12.62%,5629,USA,companiesMarketCap_dataset
Eneti,Energy|Renewable energy|Construction,$0.40 B|$10.52|-0.66%|44.31%,5628,,companiesMarketCap_dataset
Xperi,Semiconductors|Tech,$0.40 B|$9.65|2.22%|-43.93%,5627,USA,companiesMarketCap_dataset
Braemar Hotels & Resorts,Hotels|Real estate|Investment|REITs|Travel,$0.40 B|$5.09|4.09%|-1.55%,5626,USA,companiesMarketCap_dataset
Latham Group,,$0.40 B|$3.47|-3.34%|-78.63%,5625,USA,companiesMarketCap_dataset
Jindal Poly Films,Packaging,$0.40 B|$9.30|-0.09%|-37.58%,5624,India,companiesMarketCap_dataset
International General Insurance,Insurance,$0.40 B|$8.26|0.65%|4.60%,5623,,companiesMarketCap_dataset
Icosavax,Pharmaceuticals|Biotech,$0.40 B|$10.22|2.20%|-38.58%,5622,USA,companiesMarketCap_dataset
Preos Real Estate,Real estate|Investment,$0.40 B|$3.36|0.32%|3.38%,5621,Germany,companiesMarketCap_dataset
Computer Programs And Systems,Software|Tech,$0.40 B|$28.11|0.21%|1.85%,5620,USA,companiesMarketCap_dataset
Atea Pharmaceuticals,Pharmaceuticals|Biotech,$0.40 B|$4.90|1.45%|-23.91%,5619,USA,companiesMarketCap_dataset
T’way Air,Airlines|Travel|Transportation,$0.40 B|$2.55|5.34%|-1.92%,5618,South Korea,companiesMarketCap_dataset
Pepgen,Biotech|Pharmaceuticals,$0.40 B|$17.29|7.13%,5617,USA,companiesMarketCap_dataset
Hawesko,Alcoholic beverages|Beverages,$0.40 B|$45.61|-0.94%|-27.23%,5616,Germany,companiesMarketCap_dataset
Guaranty Bancshares,Banks|Financial services,$0.41 B|$34.36|-0.41%|-6.27%,5615,USA,companiesMarketCap_dataset
El Pollo Loco,Restaurant chains|Food,$0.41 B|$11.09|2.97%|-14.82%,5614,USA,companiesMarketCap_dataset
Surya Roshni,,$0.41 B|$7.56|0.62%|8.62%,5613,India,companiesMarketCap_dataset
Hci Group,,$0.41 B|$47.00|1.10%|-30.31%,5612,USA,companiesMarketCap_dataset
New Pacific Metals,Mining|Silver Mining,$0.41 B|$2.63|3.14%|-7.39%,5611,Canada,companiesMarketCap_dataset
Cs Disco,Software|Tech,$0.41 B|$6.99|10.43%|-75.37%,5610,USA,companiesMarketCap_dataset
Kodiak Sciences,,$0.41 B|$7.90|3.27%|-86.33%,5609,USA,companiesMarketCap_dataset
Wave Life Sciences,Pharmaceuticals|Biotech,$0.41 B|$4.76|6.73%|118.35%,5608,Singapore,companiesMarketCap_dataset
Liquidia Technologies,Biotech|Pharmaceuticals,$0.41 B|$6.42|1.10%|16.73%,5607,USA,companiesMarketCap_dataset
Precigen,Pharmaceuticals,$0.41 B|$1.99|3.11%|-29.18%,5606,USA,companiesMarketCap_dataset
Telesat,Aerospace,$0.41 B|$8.66|0.81%|-62.10%,5605,Canada,companiesMarketCap_dataset
Ngm Biopharmaceuticals,Biotech|Pharmaceuticals,$0.41 B|$5.09|1.60%|-65.02%,5604,USA,companiesMarketCap_dataset
Chennai Petroleum,Oil&Gas|Energy,$0.41 B|$2.80|-1.13%|91.78%,5603,India,companiesMarketCap_dataset
Jtekt India,Automotive Suppliers,$0.41 B|$1.71|-1.66%|39.02%,5602,India,companiesMarketCap_dataset
The Manitowoc Company,Manufacturing,$0.41 B|$11.90|3.21%|-31.53%,5601,USA,companiesMarketCap_dataset
Greentree Hospitality,,$0.42 B|$4.15|2.98%|-38.24%,5584,China,companiesMarketCap_dataset
Gamania Digital,Video games|Entertainment|Internet,$0.42 B|$2.44|2.07%|0.00%,5583,Taiwan,companiesMarketCap_dataset
Canoo,Automakers|Electric Vehicles,$0.42 B|$1.24|-2.36%|-77.62%,5582,USA,companiesMarketCap_dataset
Gamco Investors,Investment|Financial services,$0.42 B|$16.56|-1.72%,5581,USA,companiesMarketCap_dataset
Barbeque Nation Hospitality,Restaurant chains|Food,$0.42 B|$10.98|0.50%|-45.21%,5580,India,companiesMarketCap_dataset
Harrow Health,Pharmaceuticals|Biotech,$0.42 B|$14.40|2.56%|82.28%,5579,USA,companiesMarketCap_dataset
Dynamic Materials Corporation,,$0.43 B|$22.03|3.77%|-45.81%,5578,USA,companiesMarketCap_dataset
Tallink Grupp,Cruise Lines|Transportation|Travel|Maritime transportation,$0.43 B|$0.56|-0.38%|-17.65%,5577,,companiesMarketCap_dataset
Ring Energy,Oil&Gas|Energy,$0.43 B|$2.47|2.92%|-2.76%,5576,USA,companiesMarketCap_dataset
2seventy Bio,Pharmaceuticals|Biotech,$0.43 B|$11.04|13.11%|-44.99%,5575,USA,companiesMarketCap_dataset
Mcphy Energy,Energy|Renewable energy,$0.43 B|$15.41|3.09%|-27.55%,5574,France,companiesMarketCap_dataset
Destination Xl,Clothing|Retail,$0.43 B|$6.90|5.18%|48.71%,5573,USA,companiesMarketCap_dataset
Similarweb,Tech|Software|Internet,$0.43 B|$5.67|-0.53%|-62.05%,5572,Israel,companiesMarketCap_dataset
National Fertilizers,Fertilizer companies,$0.43 B|$0.88|-1.79%|15.79%,5571,India,companiesMarketCap_dataset
Enterprise Bancorp,Banks|Financial services,$0.43 B|$35.58|0.79%|-14.61%,5570,USA,companiesMarketCap_dataset
Mahindra Logistics,,$0.43 B|$6.00|-0.40%|-37.17%,5569,India,companiesMarketCap_dataset
Paisalo Digital,Financial services,$0.43 B|$0.96|-0.06%|-90.75%,5568,India,companiesMarketCap_dataset
Aurelius Group,Asset Management|Investment,$0.43 B|$15.25|1.52%|-54.83%,5567,Germany,companiesMarketCap_dataset
Global Indemnity,Insurance,$0.43 B|$29.73|-0.97%|14.13%,5566,,companiesMarketCap_dataset
Silvergate Capital,Banks|Financial services,$0.43 B|$13.73|13.00%|-85.49%,5565,USA,companiesMarketCap_dataset
Arbutus Biopharma,Pharmaceuticals,$0.43 B|$2.76|4.55%|2.99%,5564,USA,companiesMarketCap_dataset
Giordano,Clothing|Retail,$0.43 B|$0.28|1.90%|33.33%,5563,Hong Kong,companiesMarketCap_dataset
West Coast Paper Mills,Pulp and paper,$0.43 B|$6.58|0.58%|96.42%,5562,India,companiesMarketCap_dataset
Fubotv,Media/Press,$0.43 B|$2.23|13.20%|-78.16%,5561,USA,companiesMarketCap_dataset
Mitek Systems,Software|Tech,$0.43 B|$9.75|-0.81%|-36.44%,5560,USA,companiesMarketCap_dataset
Luxfer,Aluminum|Manufacturing,$0.43 B|$16.02|2.82%|-4.93%,5559,UK,companiesMarketCap_dataset
Nektar Therapeutics,Pharmaceuticals,$0.43 B|$2.32|-0.85%|-78.81%,5558,USA,companiesMarketCap_dataset
Aaron's,Furniture|Retail|Rental & Leasing Services,$0.43 B|$14.18|3.88%|-33.49%,5557,USA,companiesMarketCap_dataset
Southern Missouri Bancorp,Banks|Financial services,$0.43 B|$47.32|1.87%|-10.94%,5556,USA,companiesMarketCap_dataset
Moonlake Immunotherapeutics,Pharmaceuticals|Biotech,$0.43 B|$11.23|-1.40%|13.43%,5555,Switzerland,companiesMarketCap_dataset
Lexicon Pharmaceuticals,Pharmaceuticals|Biotech,$0.43 B|$2.32|0.00%|-26.35%,5554,USA,companiesMarketCap_dataset
Sutro Biopharma,Biotech|Pharmaceuticals,$0.43 B|$7.64|6.26%|-24.13%,5553,USA,companiesMarketCap_dataset
Newtek,Investment,$0.43 B|$17.99|0.22%|-31.60%,5552,USA,companiesMarketCap_dataset
Largo,Batteries,$0.43 B|$6.81|7.08%|-16.13%,5551,Canada,companiesMarketCap_dataset
Civeo,,$0.43 B|$32.07|2.56%|59.39%,5550,USA,companiesMarketCap_dataset
Kezar Life Sciences,Pharmaceuticals|Biotech,$0.43 B|$6.42|2.72%|-47.80%,5549,USA,companiesMarketCap_dataset
Iradimed,Medical devices,$0.43 B|$35.00|5.39%|-6.39%,5548,USA,companiesMarketCap_dataset
Orchid Island Capital,Real estate|Investment|REITs,$0.44 B|$12.10|0.41%|212.66%,5547,USA,companiesMarketCap_dataset
Dutch Lady Milk Industries,Dairy companies|Beverages,$0.44 B|$6.89|0.00%|-10.87%,5546,Malaysia,companiesMarketCap_dataset
Ifb Industries,Home & Kitchen Appliances|Manufacturing,$0.44 B|$10.88|-0.46%|-30.26%,5545,India,companiesMarketCap_dataset
Baozun,E-Commerce|Internet|Tech,$0.44 B|$7.50|6.08%|-43.44%,5544,China,companiesMarketCap_dataset
Eagle Pharmaceuticals,Pharmaceuticals|Biotech,$0.44 B|$33.91|1.62%|-27.48%,5543,USA,companiesMarketCap_dataset
Cyxtera Technologies,Internet|Infrastructure|Tech,$0.44 B|$2.46|-4.65%|-77.35%,5542,USA,companiesMarketCap_dataset
Shotspotter,Software|Tech,$0.44 B|$36.30|2.14%|41.85%,5541,USA,companiesMarketCap_dataset
Atlanticus,Financial services,$0.44 B|$30.65|4.25%|-50.97%,5540,USA,companiesMarketCap_dataset
Great Lakes Dredge & Dock Corp.,,$0.44 B|$6.70|1.98%|-50.41%,5539,USA,companiesMarketCap_dataset
Despegar,Online Travel|Travel|Internet|Tech,$0.44 B|$6.70|8.41%|-28.57%,5538,,companiesMarketCap_dataset
Axogen,Biotech,$0.44 B|$10.50|3.45%|26.81%,5537,USA,companiesMarketCap_dataset
Indoco Remedies,Pharmaceuticals|Biotech,$0.44 B|$4.82|-0.74%|-13.93%,5536,India,companiesMarketCap_dataset
Newpark Resources,Oil&Gas|Energy,$0.44 B|$4.74|1.72%|38.60%,5535,USA,companiesMarketCap_dataset
Th International (tims China),Restaurant chains|Food,$0.44 B|$2.99|-5.38%|-69.43%,5534,China,companiesMarketCap_dataset
Reservoir Media,Media/Press|Entertainment,$0.44 B|$6.94|1.02%|0.87%,5533,USA,companiesMarketCap_dataset
Gladstone Investment,Investment,$0.44 B|$13.46|0.75%|-13.05%,5532,USA,companiesMarketCap_dataset
Webzen,Video games|Entertainment|Tech,$0.44 B|$14.31|0.28%,5531,South Korea,companiesMarketCap_dataset
Rimini Street,Software|Tech,$0.44 B|$5.08|8.09%|0.99%,5530,USA,companiesMarketCap_dataset
Carriage Services,,$0.44 B|$30.57|0.66%|-41.30%,5529,USA,companiesMarketCap_dataset
Olympic Steel,Steel industry|Steel producers,$0.44 B|$40.42|2.64%|91.65%,5528,USA,companiesMarketCap_dataset
Huuuge,Video games|Entertainment,$0.44 B|$5.72|0.98%|-8.19%,5527,USA,companiesMarketCap_dataset
Ituran,,$0.45 B|$22.21|-0.54%|-8.26%,5526,Israel,companiesMarketCap_dataset
Hudson Technologies,Chemicals,$0.45 B|$9.94|2.69%|180.00%,5525,USA,companiesMarketCap_dataset
Vigil Neuroscience,Pharmaceuticals|Biotech,$0.45 B|$12.70|4.53%|-9.42%,5524,USA,companiesMarketCap_dataset
Anika Therapeutics,Medical devices,$0.45 B|$30.94|1.88%|-3.28%,5523,USA,companiesMarketCap_dataset
Terrascend,Cannabis,$0.45 B|$1.37|-1.44%|-72.60%,5522,Canada,companiesMarketCap_dataset
Trinity Capital,Financial services,$0.45 B|$12.94|-1.15%|-25.59%,5521,USA,companiesMarketCap_dataset
Bel Fuse,Electronics|Manufacturing,$0.45 B|$36.53|2.76%|196.99%,5520,USA,companiesMarketCap_dataset
Alerus Financial,Banks|Financial services,$0.45 B|$22.81|1.65%|-18.71%,5519,USA,companiesMarketCap_dataset
Biglari,Restaurant chains|Food,$0.45 B|$148.48|-0.19%|24.60%,5518,USA,companiesMarketCap_dataset
Tutor Perini,Construction,$0.45 B|$8.86|3.50%|-22.62%,5517,USA,companiesMarketCap_dataset
Fission Uranium,Uranium|Energy|Mining,$0.45 B|$0.66|3.49%|8.20%,5516,Canada,companiesMarketCap_dataset
Smartfinancial (smartbank),Banks|Financial services,$0.45 B|$27.21|1.76%|3.62%,5515,USA,companiesMarketCap_dataset
Contextlogic (wish.com),E-Commerce|Internet|Tech,$0.45 B|$0.62|4.18%|-74.78%,5514,USA,companiesMarketCap_dataset
Powell Industries,,$0.46 B|$38.87|0.88%|51.07%,5513,USA,companiesMarketCap_dataset
Azerion Group,Video games|Entertainment|Advertising,$0.46 B|$3.81|-2.50%|-65.86%,5512,Netherlands,companiesMarketCap_dataset
The Tinplate Company Of India,,$0.46 B|$4.41|-0.43%|-11.09%,5511,India,companiesMarketCap_dataset
5e Advanced Materials,,$0.46 B|$10.53|1.94%,5510,USA,companiesMarketCap_dataset
Purple Innovation,Furniture,$0.46 B|$5.08|-7.80%|-40.86%,5509,USA,companiesMarketCap_dataset
Caremax,Healthcare|Medical Care Facilities,$0.46 B|$4.19|-7.10%|-34.53%,5508,USA,companiesMarketCap_dataset
Nano-x Imaging,Medical devices,$0.46 B|$8.89|1.60%|-20.98%,5507,Israel,companiesMarketCap_dataset
