company_name,company_industry,company_country,company_employees,company_nace_code,link,file_name
Le Hibou,Technology,France,28,7.758.091,https://www.lehibou.com,ft
One Retail Group*,Ecommerce,United Kingdom,12,16.4,https://www.oneretailgroup.com,ft
STA PORTAGE (H2S),Support Services,France,237,18.40,https://www.sta-portage.com/,ft
SoftwareHut,Technology,Poland,200,4.67,https://softwarehut.com/,ft
Zairyo,Ecommerce,Singapore,10,2.11,https://www.zairyo.com.sg/,ft
kujiraterrace,Architecture,Japan,3,3.22,https://kuji-ra.com/,ft
株式会社GSC,Construction,Japan,26,4.43,https://gsc-corp.jp/,ft
PKSHA Technology,Technology,Japan,240,28.14,https://www.pkshatech.com/,ft
InterviewBit,Education,India,52,2.15,https://www.interviewbit.com/practice/,ft
ACTEAM ENR,Energy,France,8,2.133.691,https://www.acteamenr.fr/,ft
Everflow,Technology,UK,70,64.223.085,https://www.everflowwater.com/,ft
Elvie*,Technology,UK,87,22.532.771,https://www.elvie.com,ft
Unicoenergia,Energy,Italy,15,3.1,https://www.unicoenergia.com,ft
Beattie Passive Group,Construction,United Kingdom,21,7.17,http://www.beattiepassive.com/,ft
Fensterblick,Ecommerce,Germany,10,3.29,https://fensterblick.de/,ft
inglewood,Support services,Japan,150,140.50,https://inglewood.co.jp/,ft
CIM Environmental Pty Ltd,Technology,Australia,45,3.23,https://cim.io/,ft
Food Force,Food & Beverage,Japan,20,2.66,http://www.foodforce.nagoya/,ft
I Switch,Energy,Singapore,57,95.11,https://iswitch.com.sg/,ft
Declarators,Transport,Singapore,24,1.11,https://declarators.com.sg/,ft
Lintes Technology,Technology,Taiwan,1371,72.60,https://www.lintestech.com/,ft
Azure Prism,Retail,UK,1,4.752.777,https://azureprism.com/,ft
WR Logistics,Transport,Germany,7,11.662.200,https://www.wr-group.global/,ft
Mavoco,Telecoms,Austria,48,4.959.694,https://www.mavoco.com/,ft
Byte London,Advertising,United Kingdom,68,12.2,https://www.bytelondon.com,ft
Eskimoz,Media,France,90,9.00,https://www.eskimoz.fr/,ft
Indie Campers,Travel & Leisure,Portugal,93,9.09,https://indiecampers.com/,ft
UNITED SILK,Sales & Marketing,Japan,8,5.08,https://united-silk.co.jp/,ft
Medtecs,Health,Taiwan,7.500,13.53,https://www.medtecs.com/,ft
sumarch,Property,Japan,150,34.99,https://sumarch.co.jp/,ft
Twinny,Technology,South Korea,38,1.14,https://twinny.ai/,ft
Lakeba Group,Technology,Australia,144,7.96,https://lakeba.com/,ft
iProov,Technology,UK,61,7.435.887,https://www.iproov.com/,ft
Spin Up,Advertising,Italy,5,4.009.330,https://spin-up.it/,ft
Tmt International,Industrial Goods,Italy,25,13.655.743,https://www.tmtinternational.it,ft
Digidip,Sales & Marketing,Germany,13,8.6,https://www.digidip.net,ft
Zonneplan,Energy,Netherlands,85,54.42,http://zonneplan.nl/,ft
ITP Nord,Technology,Germany,42,4.47,https://www.itp-world.com/,ft
Amazia,Media,Japan,29,70.47,https://amazia.co.jp/,ft
Tidehold Development,Construction,Taiwan,15,14.61,http://www.tidehold.com/,ft
Suprieve,Support Services,Japan,754,33.79,https://www.suprieve.com/,ft
IndiQube,Property,India,383,33.07,http://indiqube.com/,ft
Sing Fuel,Transport,Singapore,28,418.72,https://singfuels.com/,ft
BeGreat,Retail,Germany,16,5.141.555,https://www.owngrown.com/,ft
Tsunami Nutrition*,Ecommerce,Italy,17,6.945.000,https://www.tsunaminutrition.it/,ft
J-PM Systems,Industrial Goods,Germany,72,29.264.500,https://www.j-pm-systems.com,ft
Domator24.com,Personal & Household Goods,Poland,20,7.6,https://www.domator24.com,ft
Agriconomie,Retail,France,76,27.00,https://www.agriconomie.com/,ft
Bettzeit,Retail,Germany,175,80.59,https://www.bettzeit.com/,ft
GA Technologies,Property,Japan,479,570.89,https://www.ga-tech.co.jp/,ft
RENEW IT,Technology,Australia,60,13.90,https://renew-it.com/,ft
C&Tech,Fintech,South Korea,40,1.57,http://iot-cntech.com/,ft
Serosoft,Technology,India,135,3.62,https://www.serosoft.com/,ft
Fundnel,Fintech,Singapore,28,4.25,https://fundnel.com/,ft
HashedIn Technologies,Technology,India,558,16.64,https://hashedin.com/,ft
Matt Sleeps,Interiors,The Netherlands,6,9.789.240,https://www.mattsleeps.com/,ft
Tessian,Technology,UK,138,15.365.580,https://www.tessian.com/,ft
Theras Biocare,Health,Italy,3,19.102.902,https://www.theras-group.com,ft
Locum's Nest,Technology,UK,30,3.531.674,https://www.locumsnest.co.uk,ft
Adsmurai,Advertising,Spain,54,24.8,https://www.adsmurai.com,ft
Blue Motor Finance,Financial Services,United Kingdom,185,97.51,https://blue.co.uk/,ft
Vidsy Media,Advertising,United Kingdom,37,4.07,https://vidsy.co/,ft
Sherpa,Logistics,Australia,20,22.46,https://www.sherpa.net.au/,ft
Nihon 3D Printer,Retail,Japan,18,6.85,https://3dprinter.co.jp/,ft
bitbank,Financial Services,Japan,84,15.55,https://bitbank.cc/,ft
Welspun Enterprises,Energy,India,384,249.93,https://www.welspunenterprises.com/,ft
2C2P,Fintech,Singapore,343,80.62,https://www.2c2p.com/,ft
Cores,Ecommerce,Japan,20,4.63,https://teamcores.co.jp/#main,ft
Solarisbank,Financial Services,Germany,369,35.938.000,https://www.solarisbank.de/,ft
M2DG (MyFlexoffice),Support Services,France,21,6.630.617,https://www.m2dg.org/,ft
Golden Bees,Technology,France,35,4.379.548,https://www.goldenbees.fr,ft
Sarcos Wind,Energy,Italy,5,4.4,https://www.sarcoswind.it,ft
Schuh Benner,Ecommerce,Germany,10,25.0,https://www.schuhe24.de,ft
Darktrace,Cyber Security,United Kingdom,650,67.11,https://www.darktrace.com/en/,ft
Pomelo,Fashion,Thailand,590,33.96,https://www.pomelofashion.com/,ft
VALD,Health,Australia,92,7.36,https://vald.com/,ft
Roccoco Cosmetics Pty Ltd,Beauty,Australia,24,2.48,https://au.roccoco.com/,ft
MISONOZA,Travel & Leisure,Japan,21,27.27,https://www.misonoza.co.jp/,ft
Nexon,Games industry,Japan,6428,1.063.16,http://company.nexon.co.jp/,ft
Eukon,Health,Italy,11,6.393.680,https://www.eukon.it/,ft
Evolution Adv,Advertising,Italy,13,14.175.780,https://www.evolutionadv.it/,ft
Ferroamp Elektronik,Energy,Sweden,28,4.328.799,https://ferroamp.com/en,ft
Habiteo,Property,France,47,2.6,https://www.habiteo.com,ft
Sorted Group,Technology,United Kingdom,88,2.72,https://www.sorted.com/,ft
FOSTEC & Company,Management Consulting,Germany,7,2.35,https://www.fostec.com/,ft
Roserve Enviro,Waste management & recycling,India,4,3.49,http://www.roserve.in/,ft
Live gate,Property,Japan,1,6.50,https://live-gate.co.jp/,ft
Progate,Education,Japan,49,6.81,https://prog-8.com/,ft
Cekai,Beauty,Japan,32,5.64,https://cekai.jp/,ft
GNI Group,Pharmaceuticals,Japan,458,68.44,https://www.gnipharma.com/,ft
Power Fill,Energy,Philippines,418,42.55,https://powerfill.ph/,ft
Making Science,Technology,Spain,274,57.670.541,https://www.makingscience.com/,ft
Cleveron,Technology,Estonia,229,66.007.267,https://cleveron.com,ft
Domalys,Health,France,20,2.8,https://www.domalys.com,ft
Stillfront Group,Games industry,Sweden,491,129.11,https://www.stillfront.com/,ft
Publift,Technology,Australia,25,21.24,https://www.publift.com/,ft
B-Light Neo,Architecture,Japan,14,26.51,http://b-lightgroup.co.jp/,ft
Declarators,Transport,Singapore,37,2.20,https://declarators.com.sg/,ft
TransACT,Support Services,Japan,48,3.03,https://transact.co.jp/,ft
Dailybeer,Restaurants,South Korea,64,9.72,https://dailybeer.co.kr/,ft
Everli,Ecommerce,Italy,207,109.248.030,https://www.everli.com/,ft
DPM - Deutsches Personal Management,Support Services,Germany,80,2.184.590,https://www.deutsches-pm.de,ft
Pocket Living,Property,United Kingdom,34,54.4,https://www.pocketliving.com,ft
Tappx,Advertising,Spain,31,17.26,https://www.tappx.com/en/,ft
Millennium Enterprise,Retail,Singapore,7,4.39,https://millenterprise.com/,ft
Spacetalk,Technology,Australia,54,10.41,https://www.spacetalkwatch.com/,ft
IndiQube,Property,India,321,40.07,https://indiqube.com/,ft
Unifa,Technology,Japan,198,13.35,https://unifa-e.com/,ft
COREKARA,Ecommerce,Japan,58,10.30,https://corekara.co.jp/,ft
DoubleDragon Properties Corp.,Property,Philippines,637,399.20,https://www.doubledragon.com.ph/,ft
AppFollow,Technology,Finland,73,2.210.636,https://appfollow.io/,ft
MyCamper,Travel & Leisure,Switzerland,10,3.063.085,https://mycamper.ch,ft
Laser Wire Solutions,Technology,United Kingdom,26,6.0,https://www.laserwiresolutions.com,ft
Payment Assist,Financial Services,United Kingdom,17,2.79,https://www.payment-assist.co.uk/,ft
GeneReach Biotechnology,Health,Taiwan,79,29.05,https://www.genereach.com/,ft
HERP,Technology,Japan,49,1.45,https://herp.co.jp/,ft
North Star Management,Management Consulting,Japan,10,5.50,https://northstar.co.jp/,ft
Bora Pharmaceuticals,Health,Taiwan,458,49.45,http://www.bora-corp.com/,ft
Nealle,Technology,Japan,6,3.30,https://nealle.com/,ft
Synerise,Technology,Poland,190,3.999.023,https://synerise.com/,ft
ChaiKola,Food & Beverage,Poland,8,5.158.786,https://chaikola.com/,ft
Stoyo Media,Advertising,Germany,28,9.577.450,https://stoyo.io,ft
Unify Communications,Telecoms,United Kingdom,15,5.1,https://www.unifyus.com,ft
Workcapital,Financial Services,Spain,9,28.12,http://www.workcapital.es/,ft
Connexion Telematics,Technology,Australia,14,4.11,https://connexionltd.com/,ft
Converge,Telecoms,Philippines,3.006,315.42,https://corporate.convergeict.com/,ft
NatureWise Biotech & Medicals,Pharmaceuticals,Taiwan,31,9.92,https://www.naturewise.com.tw/,ft
EXIDEA,Sales & Marketing,Japan,48,10.88,https://exidea.co.jp/,ft
Scolution,Technology,Germany,12,1.825.546,https://scolution.de/,ft
JL&P,Energy,France,15,2.212.606,http://www.jlandp.com/,ft
Wetaca,Food & Beverage,Spain,40,3.510.478,https://www.wetaca.com,ft
Shokes,Ecommerce,Germany,7,7.2,https://www.shokes.de,ft
Yoyo Wallet,Fintech,United Kingdom,68,3.97,https://poweredbyyoyo.com/,ft
TMT International,Industrial Goods,Italy,10,6.72,https://www.tmtinternational.it/,ft
enjin,Telecoms,Japan,7,5.66,https://縁人.jp/,ft
PINCH HITTER JAPAN,Retail,Japan,74,6.32,https://www.pinchhitterjapan.com/,ft
Miso,Technology,South Korea,130,6.44,http://www.miso.kr/,ft
Zeal Digital,Advertising,Australia,20,1.33,https://www.zealdigital.com.au/,ft
Blazeclan,Technology,India,426,17.04,https://www.blazeclan.com/,ft
Prored Partners,Management Consulting,Japan,103,24.28,https://www.prored-p.com/,ft
eFarma.com,Pharmaceuticals,Italy,50,20.150.800,https://www.efarma.com/,ft
Elvie,Technology,UK,138,40.813.930,https://www.elvie.com/,ft
YOU MAWO,Technology,Germany,21,2.607.000,https://www.youmawo.com,ft
Vmway,Technology,Italy,26,3.4,https://www.vmway.it,ft
SourceBreaker,Technology,United Kingdom,32,2.92,https://www.sourcebreaker.com/,ft
Glassbox Digital UK,Technology,United Kingdom,61,8.98,https://www.glassboxdigital.com/,ft
LeadSquared,Technology,India,750,13.42,https://www.leadsquared.com/,ft
Roadbull Logistics,Technology,Singapore,69,11.84,https://roadbull.com/,ft
Herbal i,Ecommerce,Japan,60,8.02,https://www.herbal-i.co.jp/,ft
LeadSquared,Technology,India,280,8.18,https://www.leadsquared.com/,ft
Successive Technologies,Technology,India,78,5.00,https://successive.tech/,ft
AsianStream,Technology,Japan,37,11.03,https://asianstream.co.jp/,ft
Farmarelax,Personal & Household Goods,Italy,5,4.459.170,https://www.farmarelax.it/,ft
Omnisend,Technology,UK,99,11.761.268,https://www.omnisend.com/,ft
Mercurio,Construction,Italy,23,6.816.368,https://www.mercurio-group.com,ft
Nexia Infraestructuras*,Construction,Spain,44,5.3,https://nexiainfraestructuras.es,ft
LittleBIG Connection,Technology,France,51,36.30,https://www.littlebigconnection.com/,ft
iPartners,Fintech,Australia,25,2.37,https://ipartners.iplatforms.com.au/,ft
A&C BEAUTE,Beauty,Japan,20,18.09,http://www.artistic-beaute.co.jp/,ft
MTP Services,Management Consulting,Australia,100,25.03,https://mtpservices.com.au/,ft
World Trade Group,Fashion,Italy,5,4.897.950,https://www.worldtradegroupsrl.com/,ft
Born Licensing,Advertising,UK,2,2.134.802,https://bornlicensing.com,ft
Innova Profesional Desarrollos*,Construction,Spain,9,3.0,https://innovadesarrollos.es,ft
Hostmaker,Property,United Kingdom,360,13.64,https://hostmaker.com/,ft
RI Texsolutions,Industrial Goods,India,44,3.82,https://www.rit.in/,ft
Man of Many,Media,Australia,9,1.77,https://manofmany.com/,ft
Realize Group,Financial Services,Japan,50,237.77,https://www.realizecorp.co.jp/,ft
Nicorio,Ecommerce,Japan,47,113.47,https://corp.nicorio.co.jp/,ft
Converge ICT,Telecoms,Philippines,2100,180.58,https://www.convergeict.com/,ft
One of a kind Inc.,Media,Japan,17,3.50,https://www.one-of-a-kind.co.jp/,ft
BESTEAM Conseil,Technology,France,32,3.871.782,https://www.besteam-conseil.com/,ft
Motorway,Automobiles,UK,96,4.838.407,https://motorway.co.uk/,ft
Enens,Energy,France,5,108.406.675,https://www.enens.fr,ft
Plastrading,Chemicals,Italy,4,2.9,https://www.plastrading.it,ft
Golden Bees,Technology,France,36,4.38,https://www.goldenbees.fr/,ft
Gig Inc.,Technology,Japan,72,4.92,https://giginc.co.jp/,ft
IGAWorks,Technology,South Korea,400,108.03,https://www.igaworks.com/,ft
Sprout Solutions,Technology,Philippines,189,3.92,https://sprout.ph/,ft
Dovetail,Technology,New Zealand,40,2.98,https://dovetailstudios.com/,ft
Hyperconnect,Technology,South Korea,277,145.60,https://hyperconnect.com/ko/,ft
Everstruction,Construction,Japan,16,2.54,https://everstruction.jp/,ft
ISO Public Services,Technology,Germany,26,10.019.903,https://www.iso-gruppe.com/de/iso-public-services.html,ft
D-Energy,Energy,Italy,9,9.585.483,http://www.d-energy.it,ft
Bauer Holzbausysteme,Industrial Goods,Germany,52,13.7,https://www.variahome.de,ft
Chez Nestor,Property,France,20,4.53,https://www.chez-nestor.com/,ft
Light Microfinance,Financial Services,India,1.277,15.15,https://www.lightmicrofinance.com/,ft
Speed Tech,Industrial Goods,Taiwan,390,500.51,https://www.speedtech.com.tw/,ft
Lead Edge,Technology,Japan,5,1.50,https://leadedge-c.com/,ft
Watsons Indonesia,Retail,Indonesia,1174,77.39,http://www.watsons.biz.id/,ft
Aem Holdings,Industrial Goods,Singapore,527,236.87,https://www.aem.com.sg/,ft
AbClon,Pharmaceuticals,South Korea,37,12.39,http://www.abclon.com/,ft
Octopus Energy,Energy,UK,918,2.120.071.949,https://octopus.energy/,ft
Sigal & Sapiro Real Estate,Property,Germany,12,2.019.870,https://sigalsapiro.de/,ft
Gaia,Food & Beverage,Italy,12,2.1,https://www.gaia-glutenfree.com,ft
Solnet Green Energy,Energy,Finland,11,3.73,https://solnet.group/,ft
Classe365,Technology,Australia,23,1.36,https://www.classe365.com/,ft
OLIMPLANET,Technology,South Korea,50,5.10,https://www.olimplanet.com/,ft
Neo Home,Architecture,Japan,11,11.40,https://www.neohome.jp/,ft
Renew IT,Technology,Australia,50,10.78,https://renew-itgroup.com/,ft
VoiceTube,Education,Taiwan,68,4.02,https://www.voicetube.com/,ft
Lexicon Digital,Technology,Australia,57,6.92,https://www.lexicon.com.au/,ft
CyberIAM*,Cyber Security,UK,82,5.639.335,http://www.cyberiam.com/,ft
MAKONIS,Technology,Germany,22,2.145.400,https://makonis.de,ft
SendCloud,Ecommerce,Netherlands,50,21.1,https://www.sendcloud.com,ft
Osiway,Technology,France,4,4.68,https://www.osiway.com/,ft
Nexumstp,Management Consulting,Italy,33,4.45,https://www.nexumstp.it/,ft
Cyber Security Cloud,Technology,Japan,59,11.18,https://www.cscloud.co.jp/,ft
MedPark,Technology,South Korea,47,3.51,https://www.medpark.net/,ft
ONDA,Technology,South Korea,54,4.31,https://www.onda.me/,ft
manebi,Education,Japan,30,2.21,https://manebi.co.jp/,ft
One 97 / Paytm,Financial Services,India,,515.33,https://www.one97.com/,ft
Jati Group,Transport,Indonesia,32,22.48,http://www.jatigroup.com/,ft
Cbweed*,Personal & Household Goods,Italy,17,3.500.000,https://cbweed.com/,ft
Infratech Bau,Construction,Germany,72,41.233.280,https://www.infratech-bau.de,ft
Campanda,Ecommerce,Germany,65,2.8,https://www.campanda.de,ft
MeP Trans,Transport,Estonia,140,18.00,http://www.meptrans.ee/,ft
Bluwalk,Transport,Portugal,14,7.76,https://www.bluwalk.com/,ft
Smart Joules,Energy,India,110,2.21,https://www.smartjoules.co.in/,ft
Shootsta,Technology,Singapore,30,2.11,https://www.shootsta.com/,ft
Lexicon Digital,Technology,Australia,102,9.30,https://www.lexicon.com.au/,ft
FineMat,Technology,Taiwan,,27.62,https://www.fine-mat.com/,ft
Egis Technology,Technology,Taiwan,418,237.93,https://www.egistec.com/,ft
Catraport,Automobiles,Portugal,46,7.294.549,http://www.catraport.pt/,ft
Qmee,Technology,UK,15,7.970.980,https://www.qmee.com,ft
Velotransport,Transport,Italy,40,1.8,https://www.velotransport.it,ft
Discover Car Hire,Travel & Leisure,Latvia,50,6.45,https://www.discovercars.com/,ft
Heroes of Digital,Advertising,Singapore,40,2.98,https://www.heroesofdigital.com/,ft
PERKii Probiotics,Food & Beverage,Australia,9,2.23,https://www.perkii.com/,ft
Mahindra First Choice,Automobiles,India,,50.97,https://www.mahindrafirstchoice.com/,ft
Megaphone Marketing,Advertising,Australia,52,2.59,https://megaphonemarketing.com.au/,ft
Beston Global Food Company,Food & Beverage,Australia,183,76.59,https://bestonglobalfoods.com.au/,ft
OUIHELP,Support Services,France,106,3.686.617,https://www.ouihelp.fr/,ft
Memory PC,Ecommerce,Germany,64,32.652.980,https://www.memorypc.de,ft
Soorce,Support Services,Germany,14,3.0,https://www.soorce.de,ft
Missoma,Ecommerce,United Kingdom,40,13.59,https://www.missoma.com/,ft
Grapevine (The Insiders),Advertising,Netherlands,135,6.50,https://www.theinsidersnet.com/,ft
coly,Games industry,Japan,236,59.30,https://colyinc.com/,ft
BoCo,Industrial Goods,Japan,30,4.83,https://www.boco.co.jp/,ft
Aquagri Processing,Food & Beverage,India,200,19.86,http://aquagri.in/,ft
TRL Asia,Food & Beverage,Malaysia,15,7.85,http://www.trlasia.com/,ft
Auto BlackBox,Technology,Australia,12,15.56,https://www.autoblackbox.com.au/,ft
Inpay,Fintech,Denmark,67,23.803.000,https://www.inpay.com/,ft
M.G.I. Meccaniche Generali Irpine,Industrial Goods,Italy,10,2.610.700,https://www.mgisrl.com/,ft
ITDS Poland,Technology,Poland,110,6.015.702,https://www.itds.pl,ft
Manolete Partners,Financial Services,United Kingdom,7,12.5,https://www.manolete-partners.com,ft
LVS Brokers,Fintech,Finland,12,8.92,https://www.lvsbrokers.com/,ft
Dall Energy,Energy,Denmark,8,2.82,https://dallenergy.com/,ft
3-D Matrix,Industrial Goods,Japan,69,9.59,http://www.3d-matrix.co.jp/,ft
Audience Group Agency Pty Ltd,Advertising,Australia,16,9.41,https://audiencegroup.com.au/,ft
Penbrothers,Support Services,Philippines,592,10.59,https://penbrothers.com/,ft
Media Do,Technology,Japan,350,605.37,https://mediado.jp/about/profile/,ft
YWC,Sales & Marketing,Japan,600,40.69,https://www.ywc-inc.com/,ft
TableCheck,Technology,Japan,101,7.29,https://www.tablecheck.com/,ft
Glencar Construction,Construction,UK,80,107.860.442,https://glencar.com/,ft
Funnel Holding,Technology,Sweden,130,6.545.058,https://www.funnel.io,ft
Accolade Holding,Property,Czech Republic,350,29.8,https://www.accolade.cz,ft
Sneakers & Jackets,Management Consulting,France,2,3.36,https://www.sneakers-jackets.com/,ft
Predictive,Technology,Thailand,65,3.41,https://www.predictive.co.th/,ft
Playground XYZ,Technology,Australia,48,20.19,https://playground.xyz/,ft
ROMAC,Construction,Japan,30,9.49,https://www.romac.co.jp/,ft
Everyday Massive,Management Consulting,Australia,12,2.28,https://www.everydaymassive.com/,ft
PlexBio,Health,Taiwan,85,2.30,https://www.plexbio.com/,ft
Uyama Resort,Travel & Leisure,Japan,7,2.32,https://www.uyamaresort.com/,ft
Qmee,Technology,UK,23,12.571.314,https://www.qmee.com/,ft
Mia-Platform,Technology,Italy,40,4.956.408,https://www.mia-platform.eu,ft
Ideas and Action,Sales & Marketing,United Kingdom,6,2.0,https://www.ideasandaction.com,ft
