company_name,industry,sector,headquarters,file_name
Epic,Telecommunications,Mobile telecommunications,Luqa,MalPatSaj_wikipedia
Aalberts,Industrials,Electrical components & equipment,Utrecht,MalPatSaj_wikipedia
Abellio,Transport,Bus. ferry and train services,Utrecht,MalPatSaj_wikipedia
ABN AMRO,Financials,Banks,Amsterdam,MalPatSaj_wikipedia
Adyen,Financials,Payments industry,Amsterdam,MalPatSaj_wikipedia
Accell Group,Consumer goods,Recreational products,Heerenveen,MalPatSaj_wikipedia
Aegon N.V.,Financials,Life insurance,The Hague,MalPatSaj_wikipedia
Ahold Delhaize,Consumer services,Food retailers & wholesalers,Zaandam,MalPatSaj_wikipedia
AkzoNobel,Basic materials,Specialty chemicals,Amsterdam,MalPatSaj_wikipedia
Amstel Brewery,Consumer goods,Brewers,Zoeterwoude,MalPatSaj_wikipedia
APM Terminals,Industrials,Transportation services,The Hague,MalPatSaj_wikipedia
Apollo Vredestein B.V.,Consumer goods,Automobiles parts,Amsterdam,MalPatSaj_wikipedia
Arcadis,Industrials,Engineering,Amsterdam,MalPatSaj_wikipedia
