company_name,industry,sector,headquarters,file_name
Logoplaste,Industrials,Diversified industrials,Cascais,MalPatSaj_wikipedia
Martifer,Industrials,Heavy construction,Oliveira de Frades,MalPatSaj_wikipedia
Media Capital,Consumer services,Broadcasting & entertainment,Oeiras,MalPatSaj_wikipedia
Medinfar,Health care,Pharmaceuticals,Lisbon,MalPatSaj_wikipedia
MEO,Telecommunications,Mobile telecommunications,Lisbon,MalPatSaj_wikipedia
Montepio,Financials,Banks,Lisbon,MalPatSaj_wikipedia
Mota-Engil,Industrials,General industries,Porto,MalPatSaj_wikipedia
Move Interactive,Technology,Software,Cascais,MalPatSaj_wikipedia
NOS,Telecommunications,Fixed line telecommunications,Lisbon,MalPatSaj_wikipedia
Novabase,Technology,Software,Lisbon,MalPatSaj_wikipedia
Novo Banco,Financials,Banks,Lisbon,MalPatSaj_wikipedia
Pingo Doce,Consumer services,Food retailers & wholesalers,Lisbon,MalPatSaj_wikipedia
Porto Editora,Consumer services,Publishing,Porto,MalPatSaj_wikipedia
Portugal Telecom,Telecommunications,Fixed line telecommunications,Lisbon,MalPatSaj_wikipedia
Quidgest,Technology,Software,Lisbon,MalPatSaj_wikipedia
Rádio e Televisão de Portugal,Consumer services,Broadcasting & entertainment,Lisbon,MalPatSaj_wikipedia
Redes Energéticas Nacionais (REN),Utilities,Conventional electricity,Lisbon,MalPatSaj_wikipedia
Renova,Basic materials,Paper,Torres Novas,MalPatSaj_wikipedia
SAPO,Telecommunications,Fixed line telecommunications,Lisbon,MalPatSaj_wikipedia
Semapa,Industrials,Building materials & fixtures,Lisbon,MalPatSaj_wikipedia
Simoldes,Industrials,Diversified industrials,Oliveira de Azeméis,MalPatSaj_wikipedia
Soares da Costa,Industrials,Heavy construction,Porto,MalPatSaj_wikipedia
SIC,Consumer services,Broadcasting & entertainment,Lisbon,MalPatSaj_wikipedia
Sonae Indústria,Industrials,Diversified industrials,Maia,MalPatSaj_wikipedia
Sonae,Conglomerates,-,Maia,MalPatSaj_wikipedia
Sovena Group,Consumer goods,Farming & fishing,Oeiras,MalPatSaj_wikipedia
Sumol + Compal,Consumer goods,Food products,Oeiras,MalPatSaj_wikipedia
Tabaqueira,Consumer goods,Tobacco,Lisbon,MalPatSaj_wikipedia
TAP Air Portugal,Consumer services,Airlines,Lisbon,MalPatSaj_wikipedia
Televisão Independente,Consumer services,Broadcasting & entertainment,Oeiras,MalPatSaj_wikipedia
The Navigator Company,Basic materials,Paper,Setúbal,MalPatSaj_wikipedia
Tranquilidade,Financials,Full line insurance,Lisbon,MalPatSaj_wikipedia
Tupam editores,Consumer services,Publishing,Lisbon,MalPatSaj_wikipedia
UMM,Industrials,Diversified industrials,Lisbon,MalPatSaj_wikipedia
Unicer Brewery,Consumer goods,Brewers,Matosinhos,MalPatSaj_wikipedia
Uniplaces,Technology,Internet,Lisbon,MalPatSaj_wikipedia
Visabeira,Conglomerates,-,Viseu,MalPatSaj_wikipedia
Vista Alegre,Consumer goods,Durable household products,Ílhavo,MalPatSaj_wikipedia
Adevărul Holding,Consumer services,Publishing,Bucharest,MalPatSaj_wikipedia
Angst,Consumer services,Food retailers & wholesalers,Buftea,MalPatSaj_wikipedia
Antibiotice Iași,Health care,Pharmaceuticals,Iași,MalPatSaj_wikipedia
Apulum,Consumer goods,Durable household products,Alba Iulia,MalPatSaj_wikipedia
Arctic S.A.,Consumer goods,Durable household products,Găești,MalPatSaj_wikipedia
Automobile Dacia,Consumer goods,Automobiles,Mioveni,MalPatSaj_wikipedia
Banca Comercială Română (BCR),Financials,Banks,Bucharest,MalPatSaj_wikipedia
Banca Transilvania,Financials,Banks,Cluj-Napoca,MalPatSaj_wikipedia
Blue Air,Consumer services,Airlines,Bucharest,MalPatSaj_wikipedia
BRD – Groupe Société Générale,Financials,Banks,Bucharest,MalPatSaj_wikipedia
Căile Ferate Române,Industrials,Railroads,Bucharest,MalPatSaj_wikipedia
Continental Hotels,Consumer services,Hotels,Bucharest,MalPatSaj_wikipedia
Dedeman,Consumer services,Retail services,Bacău,MalPatSaj_wikipedia
European Drinks & Foods,Consumer goods,Food products,Ștei,MalPatSaj_wikipedia
Farmec,Consumer goods,Personal products,Cluj-Napoca,MalPatSaj_wikipedia
Ford Romania,Consumer goods,Automobiles,Craiova,MalPatSaj_wikipedia
GeCAD Software,Technology,Software,Bucharest,MalPatSaj_wikipedia
Grup Feroviar Român,Industrials,Railroads,Bucharest,MalPatSaj_wikipedia
Intact Media Group,Consumer services,Media agencies,Bucharest,MalPatSaj_wikipedia
Jolidon,Consumer goods,Clothing & accessories,Cluj-Napoca,MalPatSaj_wikipedia
Mangalia shipyard,Industrials,Commercial vehicles & trucks,Mangalia,MalPatSaj_wikipedia
Mega Image,Consumer services,Food retailers & wholesalers,Bucharest,MalPatSaj_wikipedia
Metrorex,Consumer services,Travel & tourism,Bucharest,MalPatSaj_wikipedia
Mobexpert,Consumer services,Specialty retailers,Bucharest,MalPatSaj_wikipedia
Napolact,Consumer goods,Food products,Cluj-Napoca,MalPatSaj_wikipedia
Orange Romania,Telecommunications,Mobile telecommunications,Bucharest,MalPatSaj_wikipedia
Petrom,Oil & gas,Integrated oil & gas,Bucharest,MalPatSaj_wikipedia
Petromidia Refinery,Oil & gas,Exploration & production,Năvodari,MalPatSaj_wikipedia
Poșta Română,Industrials,Delivery services,Bucharest,MalPatSaj_wikipedia
Raiffeisen Romania,Financials,Banks,Bucharest,MalPatSaj_wikipedia
RCS & RDS,Telecommunications,Fixed line telecommunications,Bucharest,MalPatSaj_wikipedia
Realitatea-Cațavencu,Consumer services,Media agencies,Bucharest,MalPatSaj_wikipedia
Regiotrans,Consumer services,Travel & tourism,Brașov,MalPatSaj_wikipedia
Roman,Industrials,Commercial vehicles & trucks,Brașov,MalPatSaj_wikipedia
Rompetrol,Oil & gas,Exploration & production,Bucharest,MalPatSaj_wikipedia
Romstal,Industrials,Industrial suppliers,Bucharest,MalPatSaj_wikipedia
Romtelecom,Telecommunications,Fixed line telecommunications,Bucharest,MalPatSaj_wikipedia
SIVECO Romania,Technology,Software,Bucharest,MalPatSaj_wikipedia
Softpedia,Technology,Software,Bucharest,MalPatSaj_wikipedia
Softwin,Technology,Software,Bucharest,MalPatSaj_wikipedia
TAROM,Consumer services,Airlines,Otopeni,MalPatSaj_wikipedia
Tehnoton,Consumer goods,Consumer electronics,Iaşi,MalPatSaj_wikipedia
Telekom Romania,Telecommunications,Fixed line telecommunications & mobile telecommunications,Bucharest,MalPatSaj_wikipedia
Terapia Ranbaxy,Health care,Pharmaceuticals,Cluj-Napoca,MalPatSaj_wikipedia
Țiriac Holdings,Conglomerates,-,Bucharest,MalPatSaj_wikipedia
Transferoviar Grup,Industrials,Railroads,Cluj-Napoca,MalPatSaj_wikipedia
Trilulilu,Technology,Internet,Cluj-Napoca,MalPatSaj_wikipedia
Ubisoft Bucharest,Technology,Software,Bucharest,MalPatSaj_wikipedia
UPC Romania,Telecommunications,Fixed line telecommunications,Bucharest,MalPatSaj_wikipedia
Ursus Breweries,Consumer goods,Brewers,Bucharest,MalPatSaj_wikipedia
UTI Holdings,Conglomerates,-,Bucharest,MalPatSaj_wikipedia
Vodafone Romania,Telecommunications,Mobile telecommunications,Bucharest,MalPatSaj_wikipedia
Zentiva,Health care,Pharmaceuticals,Bucharest,MalPatSaj_wikipedia
Air Slovakia,Consumer services,Airlines,Bratislava,MalPatSaj_wikipedia
Cestné a Stavebné Mechanizmy Tisovec,Industrials,Defense,Detva,MalPatSaj_wikipedia
Doprastav,Industrials,Heavy construction,Bratislava[11],MalPatSaj_wikipedia
Elnec,Industrials,Electronic equipment,Prešov,MalPatSaj_wikipedia
ESET,Technology,Computer services,Bratislava,MalPatSaj_wikipedia
Glass LPS,Consumer goods,Durable household products,Medzilaborce,MalPatSaj_wikipedia
Istrobanka,Financials,Banks,Bratislava,MalPatSaj_wikipedia
J&T Finance Group,Financials,Investment services,Bratislava,MalPatSaj_wikipedia
JTRE,Real estate,Real estate management & development,Bratislava,MalPatSaj_wikipedia
JJ Electronic,Industrials,Electrical components & equipment,Čadca,MalPatSaj_wikipedia
Komerční banka Bratislava,Financials,Banks,Bratislava,MalPatSaj_wikipedia
Matador,Consumer goods,Tires,Púchov,MalPatSaj_wikipedia
OFZ. a.s.. Istebné.,Basic materials,Iron & steel,Istebné,MalPatSaj_wikipedia
Orange Slovensko,Telecommunications,Mobile telecommunications,Bratislava,MalPatSaj_wikipedia
Penta Investments,Financials,Investment services,Bratislava,MalPatSaj_wikipedia
Poštová banka,Financials,Banks,Bratislava,MalPatSaj_wikipedia
Šariš Brewery,Consumer goods,Brewers,Veľký Šariš,MalPatSaj_wikipedia
Slovak Airlines,Consumer services,Airlines,Bratislava,MalPatSaj_wikipedia
Slovak Telekom,Telecommunications,Fixed line telecommunications,Bratislava,MalPatSaj_wikipedia
Slovalco,Basic materials,Aluminum,Žiar nad Hronom,MalPatSaj_wikipedia
Slovart Music,Consumer services,Broadcasting & entertainment,Bratislava,MalPatSaj_wikipedia
Slovenská pošta,Industrials,Delivery services,Banská Bystrica,MalPatSaj_wikipedia
Slovenská sporiteľňa,Financials,Banks,Bratislava,MalPatSaj_wikipedia
Slovenské elektrárne,Utilities,Conventional electricity,Bratislava,MalPatSaj_wikipedia
Slovenský plynárenský priemysel,Oil & gas,Exploration & production,Bratislava,MalPatSaj_wikipedia
Slovnaft,Oil & gas,Exploration & production,Bratislava,MalPatSaj_wikipedia
Sygic,Technology,Software,Bratislava,MalPatSaj_wikipedia
Tatra banka,Financials,Banks,Bratislava,MalPatSaj_wikipedia
O2 Slovakia,Telecommunications,Mobile telecommunications,Bratislava,MalPatSaj_wikipedia
Topvar,Consumer goods,Brewers,Veľký Šariš,MalPatSaj_wikipedia
Transpetrol AS,Oil & gas,Pipelines,Bratislava,MalPatSaj_wikipedia
U.S. Steel Košice,Basic materials,Iron & steel,Košice,MalPatSaj_wikipedia
Vagónka,Industrials,Commercial vehicles & trucks,Trebišov,MalPatSaj_wikipedia
Železničná spoločnosť Slovensko,Industrials,Railroads,Bratislava,MalPatSaj_wikipedia
Zlatý Bažant,Consumer goods,Brewers,Hurbanovo,MalPatSaj_wikipedia
Academa,Technology,Software,Ljubljana,MalPatSaj_wikipedia
Adria Airways,Consumer services,Airlines,Zgornji Brnik,MalPatSaj_wikipedia
Adria Mobil,Consumer goods,Automobiles,Novo Mesto,MalPatSaj_wikipedia
Akrapovič,Consumer goods,Automobiles,Ivančna Gorica,MalPatSaj_wikipedia
Alpina Žiri,Consumer goods,Footwear,Žiri,MalPatSaj_wikipedia
Amebis,Technology,Software,Kamnik,MalPatSaj_wikipedia
AMIS,Telecommunications,Fixed line telecommunications,Maribor,MalPatSaj_wikipedia
BTC,Consumer services,Broadline retailers,Ljubljana,MalPatSaj_wikipedia
Elan,Consumer goods,Recreational products,Begunje na Gorenjskem,MalPatSaj_wikipedia
Goodyear Dunlop Sava Tires,Consumer goods,Automobiles,Kranj,MalPatSaj_wikipedia
Gorenje,Consumer goods,Durable household products,Velenje,MalPatSaj_wikipedia
Iskra (company),Industrials,Diversified industrials,Kranj,MalPatSaj_wikipedia
Istrabenz,Conglomerates,-,Koper,MalPatSaj_wikipedia
Krka,Health care,Pharmaceuticals,Novo Mesto,MalPatSaj_wikipedia
Litostroj,Industrials,Industrial machinery,Ljubljana,MalPatSaj_wikipedia
Ljubljana Jože Pučnik Airport,Industrials,Transportation services,Ljubljana,MalPatSaj_wikipedia
Mercator,Consumer services,Food retailers & wholesalers,Ljubljana,MalPatSaj_wikipedia
Mobitel,Telecommunications,Mobile telecommunications,Ljubljana,MalPatSaj_wikipedia
Petrol Group,Consumer services,Specialty retailers,Ljubljana,MalPatSaj_wikipedia
Port of Koper,Industrials,Transportation services,Koper,MalPatSaj_wikipedia
Post of Slovenia,Industrials,Delivery services,Maribor,MalPatSaj_wikipedia
Slovenian Railways,Industrials,Railroads,Ljubljana,MalPatSaj_wikipedia
Slovenija ceste Tehnika,Industrials,Construction & materials,Ljubljana,MalPatSaj_wikipedia
Solinair,Consumer services,Airlines,Ljubljana,MalPatSaj_wikipedia
Tomos,Consumer goods,Automobiles,Koper,MalPatSaj_wikipedia
XLAB d.o.o,Technology,Software,Ljubljana,MalPatSaj_wikipedia
ZootFly,Technology,Software,Ljubljana,MalPatSaj_wikipedia
3scale,Technology,Software,Barcelona[3],MalPatSaj_wikipedia
Abengoa,Conglomerates,-,Seville,MalPatSaj_wikipedia
Abertis,Conglomerates,-,Barcelona,MalPatSaj_wikipedia
Acciona,Industrials,Heavy construction,Alcobendas,MalPatSaj_wikipedia
Acerinox,Basic materials,Iron & steel,Madrid,MalPatSaj_wikipedia
ACS Group,Industrials,Heavy construction,Madrid,MalPatSaj_wikipedia
Afinsa,Consumer services,Specialty retailers,Madrid,MalPatSaj_wikipedia
Akamon Entertainment,Technology,Software,Barcelona,MalPatSaj_wikipedia
Almirall,Health care,Pharmaceuticals,Barcelona,MalPatSaj_wikipedia
Amadeus IT Group,Technology,Software,Madrid,MalPatSaj_wikipedia
Astilleros y Talleres del Noroeste,Industrials,Shipbuilding,Fene,MalPatSaj_wikipedia
Atresmedia,Consumer services,Broadcasting & entertainment,San Sebastián de los Reyes,MalPatSaj_wikipedia
Balay,Consumer goods,Durable household products,Zaragoza,MalPatSaj_wikipedia
Banco Bilbao Vizcaya Argentaria (BBVA),Financials,Banks,Bilbao,MalPatSaj_wikipedia
Banco Popular Español,Financials,Banks,Madrid,MalPatSaj_wikipedia
Banco Sabadell,Financials,Banks,Sabadell,MalPatSaj_wikipedia
Banco Santander,Financials,Banks,Santander,MalPatSaj_wikipedia
Banesto,Financials,Banks,Madrid,MalPatSaj_wikipedia
Bankinter,Financials,Banks,Madrid,MalPatSaj_wikipedia
Bassols 1790,Consumer goods,Textiles,Vic,MalPatSaj_wikipedia
Bolsas y Mercados Españoles (BME),Financials,Banks,Madrid,MalPatSaj_wikipedia
BRB Internacional,Consumer services,Broadcasting & entertainment,Alcobendas,MalPatSaj_wikipedia
Budgetplaces,Consumer services,Travel & tourism,Barcelona,MalPatSaj_wikipedia
Calidad Pascual,Consumer goods,Food & beverage,Madrid,MalPatSaj_wikipedia
CATUAV,Industrials,Aerospace,Moià,MalPatSaj_wikipedia
Chupa Chups,Consumer goods,Food products,Barcelona,MalPatSaj_wikipedia
CIE Automotive,Consumer goods,Auto parts,Bilbao,MalPatSaj_wikipedia
Cintra,Industrials,Heavy construction,Madrid,MalPatSaj_wikipedia
Cepsa,Oil & gas,Exploration & production,Madrid,MalPatSaj_wikipedia
Compañía Logística de Hidrocarburos (CLH),Utilities,Oil & gas distribution,Madrid,MalPatSaj_wikipedia
Construcciones Aeronáuticas SA (CASA),Industrials,Aerospace,Madrid,MalPatSaj_wikipedia
Construcciones y Auxiliar de Ferrocarriles (CAF),Industrials,Commercial vehicles & trucks,Beasain,MalPatSaj_wikipedia
Copisa,Industrials,Heavy construction,Barcelona,MalPatSaj_wikipedia
Correos,Industrials,Delivery services,Madrid,MalPatSaj_wikipedia
Cortefiel,Consumer services,Apparel retailers,Madrid,MalPatSaj_wikipedia
Cupra,Consumer goods,Automobiles,Martorell,MalPatSaj_wikipedia
Curaxys,Health care,Biotechnology,Cádiz,MalPatSaj_wikipedia
Deoleo,Consumer goods,Food products,Córdoba,MalPatSaj_wikipedia
DIA,Consumer services,Food retailers & wholesalers,Las Rozas,MalPatSaj_wikipedia
Ebro Foods,Consumer goods,Food products,Madrid,MalPatSaj_wikipedia
Ebro trucks,Consumer goods,Automobiles,Barcelona,MalPatSaj_wikipedia
El Corte Inglés,Consumer services,Food retailers & wholesalers,Madrid,MalPatSaj_wikipedia
Enagás,Utilities,Oil & gas distribution,Madrid,MalPatSaj_wikipedia
Endesa,Utilities,Conventional electricity,Madrid,MalPatSaj_wikipedia
Eroski,Consumer services,Food retailers & wholesalers,Elorrio,MalPatSaj_wikipedia
Euskaltel,Telecommunications,Fixed line telecommunications,Derio,MalPatSaj_wikipedia
Fagor,Consumer goods,Durable household products,Mondragón,MalPatSaj_wikipedia
Ferrovial,Industrials,Heavy construction,Madrid,MalPatSaj_wikipedia
Festina,Consumer goods,Clothing & accessories,Barcelona,MalPatSaj_wikipedia
Fierro Group,Conglomerates,-,Madrid[5],MalPatSaj_wikipedia
Fomento de Construcciones y Contratas,Industrials,Heavy construction,Barcelona,MalPatSaj_wikipedia
Gamesa,Oil & gas,Renewable energy equipment,Zamudio,MalPatSaj_wikipedia
Naturgy,Utilities,Oil & gas distribution,Madrid,MalPatSaj_wikipedia
GMV Innovating Solutions,Conglomerates,-,Tres Cantos,MalPatSaj_wikipedia
Grundig mobile,Technology,Telecommunications equipment,Málaga,MalPatSaj_wikipedia
Grupo Agbar,Utilities,Water,Barcelona,MalPatSaj_wikipedia
Grupo Antolin,Consumer goods,Auto parts,Burgos,MalPatSaj_wikipedia
Grupo Calvo,Consumer goods,Food products,Carballo,MalPatSaj_wikipedia
Grupo Gea Perona,Utilities,Oil & gas distribution,Murcia,MalPatSaj_wikipedia
Grupo Lo Monaco,Consumer goods,Furnishings,Granada,MalPatSaj_wikipedia
Grupo Puma,Industrials,Building materials & fixtures,Madrid,MalPatSaj_wikipedia
Hijos de Rivera,Consumer goods,Brewers,A Coruña,MalPatSaj_wikipedia
Hipercor,Consumer services,Food retailers & wholesalers,Madrid,MalPatSaj_wikipedia
Iberdrola,Utilities,Conventional electricity,Bilbao,MalPatSaj_wikipedia
Iberia,Consumer services,Airlines,Madrid,MalPatSaj_wikipedia
IDAPT,Technology,Telecommunications equipment,Barcelona,MalPatSaj_wikipedia
Idilia Foods,Consumer goods,Food products,Barcelona,MalPatSaj_wikipedia
Inditex,Consumer services,Apparel retailers,Arteixo,MalPatSaj_wikipedia
Indra Sistemas,Industrials,Aerospace,Madrid,MalPatSaj_wikipedia
Inmobiliaria Colonial,Financials,Real estate holding & development,Madrid,MalPatSaj_wikipedia
Irizar,Industrials,Commercial vehicles & trucks,Ormaiztegi,MalPatSaj_wikipedia
Joma,Consumer goods,Clothing & accessories,Portillo de Toledo,MalPatSaj_wikipedia
Kelme,Consumer services,Apparel retailers,Elche,MalPatSaj_wikipedia
La Caixa,Financials,Banks,Valencia,MalPatSaj_wikipedia
La Casera,Consumer services,Food retailers & wholesalers,Madrid,MalPatSaj_wikipedia
Lacasa,Consumer goods,Food products,Zaragoza,MalPatSaj_wikipedia
Lladró,Consumer goods,Recreational products,Tavernes Blanques,MalPatSaj_wikipedia
Llaollao,Consumer goods,Food products,Murcia,MalPatSaj_wikipedia
Mahou San Miguel,Consumer goods,Brewers,Madrid,MalPatSaj_wikipedia
Majorica,Consumer goods,Clothing & accessories,Palma,MalPatSaj_wikipedia
Mango,Consumer services,Apparel retailers,Palau-solità i Plegamans,MalPatSaj_wikipedia
Mapfre,Financials,Full line insurance,Majadahonda,MalPatSaj_wikipedia
Marfeel,Technology,Software,Barcelona,MalPatSaj_wikipedia
Mediaset España Comunicación,Consumer services,Broadcasting & entertainment,Madrid,MalPatSaj_wikipedia
Meliá Hotels International,Consumer services,Hotels,Palma,MalPatSaj_wikipedia
Mercadona,Consumer services,Food retailers & wholesalers,Tavernes Blanques,MalPatSaj_wikipedia
Mondragon Corporation,Conglomerates,-,Mondragón,MalPatSaj_wikipedia
Mutua Madrileña,Financials,Full line insurance,Madrid,MalPatSaj_wikipedia
Naipes Heraclio Fournier,Industrials,Recreational products,Vitoria-Gasteiz,MalPatSaj_wikipedia
Natra,Conglomerates,-,Valencia,MalPatSaj_wikipedia
Navantia,Industrials,Shipbuilding,Madrid,MalPatSaj_wikipedia
NH Hotel Group,Consumer services,Hotels,Madrid,MalPatSaj_wikipedia
Nodosa Shipyard,Industrials,Shipbuilding,Bueu,MalPatSaj_wikipedia
Obrascón Huarte Lain,Industrials,Heavy construction,Madrid,MalPatSaj_wikipedia
Orbea,Consumer goods,Recreational products,Mallabia,MalPatSaj_wikipedia
Pacha Group,Consumer services,Travel & tourism,Ibiza,MalPatSaj_wikipedia
Pescanova,Consumer goods,Food products,Redondela,MalPatSaj_wikipedia
Planeta Group,Consumer services,Publishing,Barcelona,MalPatSaj_wikipedia
Porcelanosa,Industrials,Building materials & fixtures,Villarreal,MalPatSaj_wikipedia
PRISA TV,Consumer services,Broadcasting & entertainment,Tres Cantos,MalPatSaj_wikipedia
Private Media Group,Consumer services,Broadcasting & entertainment,Barcelona,MalPatSaj_wikipedia
Prosegur,Industrials,Business support services,Madrid,MalPatSaj_wikipedia
Pyro Studios,Technology,Software,Alcobendas,MalPatSaj_wikipedia
Red Eléctrica de España,Utilities,Conventional electricity,Alcobendas,MalPatSaj_wikipedia
Renfe,Consumer services,Travel & tourism,Madrid,MalPatSaj_wikipedia
Repsol,Oil & gas,Integrated oil & gas,Madrid,MalPatSaj_wikipedia
RTVE,Consumer services,Broadcasting & entertainment,Madrid,MalPatSaj_wikipedia
RIU Hotels,Consumer services,Hotels,Majorca,MalPatSaj_wikipedia
Sacyr,Industrials,Heavy construction,Madrid,MalPatSaj_wikipedia
Santana Motor,Consumer goods,Automobiles,Linares,MalPatSaj_wikipedia
SEAT,Consumer goods,Automobiles,Martorell,MalPatSaj_wikipedia
SENER,Industrials,Heavy construction,Getxo,MalPatSaj_wikipedia
Sener Aeronáutica,Industrials,Aerospace,Getxo,MalPatSaj_wikipedia
Talgo,Industrials,Commercial vehicles & trucks,Las Rozas de Madrid,MalPatSaj_wikipedia
Técnicas Reunidas,Oil & gas,Oil equipment & services,Madrid,MalPatSaj_wikipedia
Telefónica,Telecommunications,Fixed line telecommunications,Madrid,MalPatSaj_wikipedia
Telepizza,Consumer services,Restaurants & bars,Madrid,MalPatSaj_wikipedia
Terra,Technology,Internet,Madrid,MalPatSaj_wikipedia
Uralita Group,Industrials,Building materials & fixtures,Madrid,MalPatSaj_wikipedia
Vidal,Consumer goods,Food products,Molina de Segura,MalPatSaj_wikipedia
Vitelcom,Consumer goods,Consumer electronics,Málaga,MalPatSaj_wikipedia
Vodafone Spain,Telecommunications,Mobile telecommunications,Madrid,MalPatSaj_wikipedia
Vueling,Consumer services,Airlines,Barcelona,MalPatSaj_wikipedia
Zara,Consumer services,Apparel retailers,Arteixo,MalPatSaj_wikipedia
Zinkia Entertainment,Consumer services,Broadcasting & entertainment,Madrid,MalPatSaj_wikipedia
3H Biomedical,Health care,Biotechnology,Uppsala,MalPatSaj_wikipedia
AarhusKarlshamn,Consumer goods,Food products,Malmö,MalPatSaj_wikipedia
Abba Seafood,Consumer goods,Food products,Gothenburg,MalPatSaj_wikipedia
ABU Garcia,Consumer goods,Recreational products,Svängsta[5],MalPatSaj_wikipedia
Acando,Technology,Software,Stockholm,MalPatSaj_wikipedia
Acast,Technology,Software,Stockholm,MalPatSaj_wikipedia
Acne Studios,Consumer goods,Clothing & accessories,Stockholm,MalPatSaj_wikipedia
ÅF,Industrials,Business support services,Stockholm,MalPatSaj_wikipedia
AGA,Oil & gas,Exploration & production,Luleå,MalPatSaj_wikipedia
Åhléns,Consumer services,Broadline retailers,Stockholm,MalPatSaj_wikipedia
Alfa Laval,Industrials,Industrial machinery,Lund,MalPatSaj_wikipedia
Alfdex,Industrials,Industrial machinery,Landskrona,MalPatSaj_wikipedia
AP&T,Industrials,Industrial machinery,Ulricehamn,MalPatSaj_wikipedia
Apoteket,Health care,Pharmaceuticals,Stockholm,MalPatSaj_wikipedia
Aptilo Networks,Telecommunications,Mobile telecommunications,Stockholm,MalPatSaj_wikipedia
Arcam,Industrials,Industrial suppliers,Mölndal,MalPatSaj_wikipedia
ASEA,Industrials,Diversified industrials,Västerås,MalPatSaj_wikipedia
ABB,Industrials,Industrial machinery,Västerås/Zürich,MalPatSaj_wikipedia
Assa Abloy,Industrials,Industrial suppliers,Stockholm,MalPatSaj_wikipedia
Astra AB,Health care,Pharmaceuticals,Södertälje,MalPatSaj_wikipedia
Atlas Copco,Industrials,Diversified industrials,Nacka,MalPatSaj_wikipedia
Atlet,Industrials,Commercial vehicles & trucks,Mölnlycke,MalPatSaj_wikipedia
Autoliv,Industrials,Business support services,Stockholm,MalPatSaj_wikipedia
Avalanche Studios,Technology,Software,Stockholm,MalPatSaj_wikipedia
Avanza,Financials,Investment services,Stockholm,MalPatSaj_wikipedia
Axel Johnson,Conglomerates,-,Stockholm,MalPatSaj_wikipedia
Axel Johnson Group,Conglomerates,-,Stockholm,MalPatSaj_wikipedia
Axfood,Consumer services,Food retailers & wholesalers,Stockholm,MalPatSaj_wikipedia
Axis Communications,Technology,Computer hardware,Lund,MalPatSaj_wikipedia
BAE Systems,Industrials,Defense,Örnsköldsvik,MalPatSaj_wikipedia
Bahco,Industrials,Diversified industrials,Enköping,MalPatSaj_wikipedia
Bahnhof,Telecommunications,Fixed line telecommunications,Stockholm,MalPatSaj_wikipedia
Ballograf,Consumer goods,Nondurable household products,Gothenburg,MalPatSaj_wikipedia
Berg Propulsion,Industrials,Industrial machinery,Gothenburg,MalPatSaj_wikipedia
Betsson,Consumer services,Gambling,Stockholm,MalPatSaj_wikipedia
Biacore,Health care,Biotechnology,Uppsala,MalPatSaj_wikipedia
BillerudKorsnäs,Basic materials,Paper,Solna,MalPatSaj_wikipedia
Bindomatic,Industrials,Industrial suppliers,Stockholm,MalPatSaj_wikipedia
BioGaia,Health care,Pharmaceuticals,Stockholm,MalPatSaj_wikipedia
Björn Borg,Consumer goods,Clothing & accessories,Stockholm,MalPatSaj_wikipedia
Bofors,Industrials,Defense,Karlskoga,MalPatSaj_wikipedia
Boghammar Marin AB,Industrials,Commercial vehicles & trucks,Lidingö,MalPatSaj_wikipedia
Boliden,Basic materials,General mining,Stockholm,MalPatSaj_wikipedia
Bolinder-Munktell,Industrials,Commercial vehicles & trucks,Eskilstuna,MalPatSaj_wikipedia
Bona AB,Industrials,Building materials & fixtures,Malmö,MalPatSaj_wikipedia
Bonnier Group,Consumer services,Broadcasting & entertainment,Stockholm,MalPatSaj_wikipedia
Braathens Regional Aviation,Consumer services,Airlines,Malmö,MalPatSaj_wikipedia
Bredbandsbolaget,Telecommunications,Fixed line telecommunications,Stockholm[8],MalPatSaj_wikipedia
Brio,Consumer goods,Toys,Malmö,MalPatSaj_wikipedia
Bure Equity,Financials,Investment services,Stockholm,MalPatSaj_wikipedia
Camfil,Industrials,Industrial machinery,Stockholm,MalPatSaj_wikipedia
Carnegie Investment Bank,Financials,Investment services,Stockholm,MalPatSaj_wikipedia
Casino Cosmopol,Consumer services,Gambling,Stockholm,MalPatSaj_wikipedia
Cederroth,Health care,Health care providers,Upplands Väsby,MalPatSaj_wikipedia
Cheap Monday,Consumer goods,Clothing & accessories,Stockholm,MalPatSaj_wikipedia
Clas Ohlson,Consumer services,Home improvement retailers,Insjön,MalPatSaj_wikipedia
Clavia,Consumer goods,Recreational products,Stockholm,MalPatSaj_wikipedia
Cloetta,Consumer goods,Food products,Stockholm,MalPatSaj_wikipedia
Columbitech,Technology,Software,Stockholm,MalPatSaj_wikipedia
Com Hem,Telecommunications,Fixed line telecommunications,Stockholm,MalPatSaj_wikipedia
Comviq,Telecommunications,Fixed line telecommunications,Stockholm,MalPatSaj_wikipedia
Coop Norden,Consumer services,Food retailers & wholesalers,Stockholm,MalPatSaj_wikipedia
Danir AB,Financials,Investment services,Malmö,MalPatSaj_wikipedia
Dataphone,Telecommunications,mobile telecommunications,Stockholm,MalPatSaj_wikipedia
Datasaab,Industrials,Business support services,Linköping,MalPatSaj_wikipedia
DeLaval,Industrials,Commercial vehicles & trucks,Tumba,MalPatSaj_wikipedia
Destination Gotland,Consumer services,Travel & tourism,Visby,MalPatSaj_wikipedia
Diamyd Medical,Health care,Biotechnology,Stockholm,MalPatSaj_wikipedia
