company_name,company_industry,company_legal_form,file_name
Varroc Group,Auto Components,Public,AmbitionBox
Straive,EdTech,Private,AmbitionBox
NTPC,Power,Private,AmbitionBox
Faurecia,Auto Components,Private,AmbitionBox
Emami,FMCG,Public,AmbitionBox
L.G.Balakrishnan & Bros,Industrial Machinery,Public,AmbitionBox
NoBroker,Internet,Private,AmbitionBox
Satin Creditcare Network,NBFC,Public,AmbitionBox
ISGEC,Industrial Machinery,Public,AmbitionBox
Iksula,IT Services & Consulting,LLP,AmbitionBox
DHL Supply Chain,Logistics,Private,AmbitionBox
NIIT,Education & Training,Public,AmbitionBox
Nayara Energy,Oil & Gas,Private,AmbitionBox
Toyota Kirloskar Motor,Automobile,Private,AmbitionBox
ISS Facility Services,Facility Management Services,Private,AmbitionBox
Security and Intelligence Services (India),BPO,Public,AmbitionBox
VLCC,FMCG,Private,AmbitionBox
J. Kumar Infraprojects,Engineering & Construction,Public,AmbitionBox
L&T Energy Hydrocarbon,Oil & Gas,Private,AmbitionBox
Trent,Retail,Public,AmbitionBox
Chegg,IT Services & Consulting,Private,AmbitionBox
24-7 Intouch,BPO,Private,AmbitionBox
Videocon d2h,Internet,Public,AmbitionBox
Mercer,Analytics & KPO,Private,AmbitionBox
Planet Spark,EdTech,Private,AmbitionBox
Akzo Nobel India,Chemicals,Public,AmbitionBox
Meesho,Internet,Private,AmbitionBox
Edelweiss,Financial Services,Public,AmbitionBox
Bata,Fashion & Textile,Public,AmbitionBox
Trident Group,Fashion & Textile,Public,AmbitionBox
SBI General Insurance,Insurance,JV,AmbitionBox
Relaxo Footwear,Fashion & Textile,Public,AmbitionBox
Capgemini Engineering,Analytics & KPO,,AmbitionBox
Capgemini Engineering,Analytics & KPO,,AmbitionBox
Jindal Saw,Building Material,Public,AmbitionBox
Honda Cars,Automobile,,AmbitionBox
Fortis Healthcare,Healthcare,Public,AmbitionBox
Bharat Financial Inclusion,Financial Services,Public,AmbitionBox
Lumax Industries,Auto Components,Public,AmbitionBox
Alstom Transportation,Engineering & Construction,Private,AmbitionBox
Swaraj Tractors,Automobile,,AmbitionBox
ESAF Microfinance & Investments (P),Financial Services,Private,AmbitionBox
Marico,FMCG,Public,AmbitionBox
Fabindia,Fashion & Textile,Private,AmbitionBox
Paisabazaar.com,FinTech,Private,AmbitionBox
Punj Lloyd,Engineering & Construction,Public,AmbitionBox
Indiabulls Consumer Finance,NBFC,Public,AmbitionBox
The Jaypee Group,Engineering & Construction,Public,AmbitionBox
Bayer,Other,Public,AmbitionBox
Daimler India Commercial Vehicles,Automobile,Private,AmbitionBox
Suguna Foods,Food Processing,Private,AmbitionBox
Pantaloons,Fashion & Textile,Public,AmbitionBox
Welspun,Fashion & Textile,Private,AmbitionBox
Haier Appliances India,Consumer Electronics & Appliances,Private,AmbitionBox
SBICAP Securities,Financial Services,Government,AmbitionBox
Bharat Forge,Iron & Steel,Public,AmbitionBox
Cinépolis,Retail,,AmbitionBox
Adani Power,Power,Public,AmbitionBox
Oracle Financial Services Software,IT Services & Consulting,Public,AmbitionBox
Unisys,IT Services & Consulting,Private,AmbitionBox
Collabera Technologies,IT Services & Consulting,Private,AmbitionBox
Allstate,IT Services & Consulting,Private,AmbitionBox
Indiabulls Home Loans,NBFC,,AmbitionBox
Vfs Global Services,BPO,Private,AmbitionBox
PI Industries,Agro Chemicals,Public,AmbitionBox
Frankfinn Institute of Air Hostess Training,Education & Training,Private,AmbitionBox
Aptara,Printing & Publishing,Private,AmbitionBox
Sharekhan,FinTech,Public,AmbitionBox
Northern Trust Operating Services,Financial Services,Private,AmbitionBox
Daikin,Consumer Electronics & Appliances,Private,AmbitionBox
Consolidated Contractors,Engineering & Construction,Public,AmbitionBox
GMR Group,Engineering & Construction,Public,AmbitionBox
Microsoft Corporation,Software Product,Private,AmbitionBox
VVDN Technologies,IT Services & Consulting,Private,AmbitionBox
Standard Chartered Global Business Services,IT Services & Consulting,Private,AmbitionBox
Max Bupa Health Insurance Company,Financial Services,Private,AmbitionBox
Optum Global Solutions,IT Services & Consulting,,AmbitionBox
TATA Power,Power,Public,AmbitionBox
Sysnet Global Technologies,IT Services & Consulting,Private,AmbitionBox
SS&C TECHNOLOGIES,Software Product,Private,AmbitionBox
XcelServ Solutions,IT Services & Consulting,Private,AmbitionBox
Serco,Analytics & KPO,Private,AmbitionBox
Aadhar Housing Finance,Financial Services,Private,AmbitionBox
Saipem,Industrial Machinery,Private,AmbitionBox
Computer Age Management Services,Internet,Private,AmbitionBox
Karma Ayurveda,Healthcare,,AmbitionBox
Cerner,IT Services & Consulting,Public,AmbitionBox
Tata Communications Transformation Services,Telecom,Private,AmbitionBox
Spicejet,Aviation,Public,AmbitionBox
Amity University,Education & Training,Private,AmbitionBox
Kyndryl,IT Services & Consulting,,AmbitionBox
Indian Railways,Railways,Govt Organisation,AmbitionBox
Vertex Customer Solutions,IT Services & Consulting,Private,AmbitionBox
Krishna Maruti,Auto Components,Private,AmbitionBox
Haldiram Foods,FMCG,Private,AmbitionBox
Altisource,Real Estate,Private,AmbitionBox
Cushman & Wakefield,Real Estate,Private,AmbitionBox
GlaxoSmithKline Pharmaceuticals,Pharma,,AmbitionBox
Gannon Dunkerley,Engineering & Construction,Private,AmbitionBox
KIA MOTORS,Automobile,Private,AmbitionBox
Tata Group,Automobile,,AmbitionBox
Gland Pharma,Pharma,Private,AmbitionBox
Apollo Pharmacy,Pharma,Private,AmbitionBox
Heritage Foods,FMCG,Public,AmbitionBox
Steel Strips Wheels,Auto Components,Public,AmbitionBox
AGS Transact Technologies,BPO,Private,AmbitionBox
JW Marriott,Hospitality,Private,AmbitionBox
Compass Group Support Services,Hospitality,Public,AmbitionBox
Adani Ports and SEZ,Real Estate,Public,AmbitionBox
IDC Technologies,IT Services & Consulting,Private,AmbitionBox
TTEC India,Other,Public,AmbitionBox
Broadridge Financial Solutions,Financial Services,Private,AmbitionBox
FDC,Pharma,Public,AmbitionBox
CitiusTech,IT Services & Consulting,Private,AmbitionBox
HTC Global Services,IT Services & Consulting,Private,AmbitionBox
SYSKA LED Lights,Consumer Electronics & Appliances,Private,AmbitionBox
Granules India,Pharma,Public,AmbitionBox
NSE.IT,IT Services & Consulting,Public,AmbitionBox
ITD Cementation India,Engineering & Construction,Public,AmbitionBox
SKF,Auto Components,Public,AmbitionBox
Sanofi,Pharma,Public,AmbitionBox
Nuvoco Vistas,Building Material,Private,AmbitionBox
Ashoka Buildcon,Engineering & Construction,Public,AmbitionBox
DISH TV,Media & Entertainment,Public,AmbitionBox
Hero Motors Company,Automobile,Private,AmbitionBox
BNP Paribas,Financial Services,Private,AmbitionBox
Manipal Hospitals,Healthcare,Private,AmbitionBox
MiraMed Ajuba,IT Services & Consulting,Private,AmbitionBox
Asahi India Glass,Auto Components,Public,AmbitionBox
ECIL,Defence & Aerospace,Public,AmbitionBox
Synchrony,Financial Services,Private,AmbitionBox
Indoco Remedies,Pharma,Public,AmbitionBox
Unichem Laboratories,Pharma,Public,AmbitionBox
Godrej Group,FMCG,Public,AmbitionBox
Best Sellers,Fashion & Textile,Private,AmbitionBox
Fidelity National Financial,Financial Services,Private,AmbitionBox
Petrofac,Oil & Gas,Private,AmbitionBox
Mondelez International,FMCG,Private,AmbitionBox
Tikona Infinet,Telecom,Private,AmbitionBox
Zf Rane Automotive,Auto Components,,AmbitionBox
Iffco Tokio General Insurance Co.,Insurance,Private,AmbitionBox
UpGrad,EdTech,Private,AmbitionBox
Volkswagen,Automobile,Private,AmbitionBox
DENSO,Auto Components,Public,AmbitionBox
Cargill,Food Processing,Private,AmbitionBox
Bajaj Capital,Financial Services,Public,AmbitionBox
Essar Steel,Iron & Steel,Private,AmbitionBox
BVG India,Facility Management Services,Private,AmbitionBox
Sahara India Pariwar,Broadcasting,Private,AmbitionBox
Tata Capital,NBFC,,AmbitionBox
GAIL,Oil & Gas,Private,AmbitionBox
Bisleri,FMCG,Private,AmbitionBox
Aye Finance,FinTech,Private,AmbitionBox
Nielsen,IT Services & Consulting,Private,AmbitionBox
Luminous Power Technologies,Electrical Equipment,Private,AmbitionBox
iQor Global Services,BPO,Private,AmbitionBox
Evalueserve,,Private,AmbitionBox
Johnson Lifts,Industrial Machinery,Private,AmbitionBox
Devyani International,Retail,Public,AmbitionBox
Bharat Sanchar Nigam,Telecom,Private,AmbitionBox
Aricent,IT Services & Consulting,Private,AmbitionBox
Intex Technologies,Consumer Electronics & Appliances,Public,AmbitionBox
Annapurna Finance,Financial Services,Private,AmbitionBox
Fresenius Kabi,Healthcare,Private,AmbitionBox
Shriram Pistons & Rings,Auto Components,Public,AmbitionBox
Xiaomi,Consumer Electronics & Appliances,Private,AmbitionBox
Bajaj Motors,Automobile,Private,AmbitionBox
NSH,Engineering & Construction,Private,AmbitionBox
Ab Inbev,Beverage,Public,AmbitionBox
Oil And Natural Gas Corporation,Oil & Gas,Public,AmbitionBox
Caterpillar Inc,Industrial Machinery,Private,AmbitionBox
ICICI Home Finance,NBFC,Private,AmbitionBox
Piaggio,Automobile,Private,AmbitionBox
Taurus BPO Services,BPO,LLP,AmbitionBox
Vestas,Power,Private,AmbitionBox
Spencer's Retail,Retail,Public,AmbitionBox
SLK Global Services,IT Services & Consulting,Private,AmbitionBox
Credit Suisse,Financial Services,Private,AmbitionBox
Altruist Technologies,Internet,Private,AmbitionBox
Burger King,Hospitality,Private,AmbitionBox
Polycab Wires,Electrical Equipment,Private,AmbitionBox
Fino Payments Bank,FinTech,Private,AmbitionBox
ABC,Logistics,Public,AmbitionBox
iSON Xperiences,BPO,Private,AmbitionBox
Photon Interactive,IT Services & Consulting,Private,AmbitionBox
Jubilant Pharmova,Pharma,Public,AmbitionBox
Valeo,Auto Components,Private,AmbitionBox
Arthur J. Gallagher & Co,Insurance,Private,AmbitionBox
Wind World,Power,Private,AmbitionBox
DCM Shriram,Chemicals,Public,AmbitionBox
Apotex Research,Pharma,Private,AmbitionBox
FirstCry,Retail,Private,AmbitionBox
Infinite Computer Solutions,IT Services & Consulting,Public,AmbitionBox
Continental Automotive Components,Auto Components,Private,AmbitionBox
Amneal Pharmaceuticals,Pharma,Private,AmbitionBox
Intertek,Other,Private,AmbitionBox
Atul,Chemicals,Public,AmbitionBox
Strides Pharma,Pharma,Public,AmbitionBox
Fortis Hospitals,Healthcare / Pharma,,AmbitionBox
Siemens Gamesa Renewable Energy,Power,Private,AmbitionBox
TUV SUD,Other,Private,AmbitionBox
Mando Automotive,Auto Components,Private,AmbitionBox
Podar International School,Education & Training,Private,AmbitionBox
Tenneco,Auto Components,Private,AmbitionBox
PNB Housing Finance,Financial Services,Public,AmbitionBox
Google,Internet,Private,AmbitionBox
Lemon Tree Hotels,Hospitality,Public,AmbitionBox
Columbia Asia,Healthcare,Private,AmbitionBox
BGR Energy Systems,Oil & Gas,Public,AmbitionBox
Medhaj Techno Concept,Management Consulting,Private,AmbitionBox
Technip,Oil & Gas,Private,AmbitionBox
Vistaar Finance,Financial Services,Private,AmbitionBox
Paytm Payments Bank,FinTech,Public,AmbitionBox
Supreme Industries,Manufacturing,Public,AmbitionBox
Mahindra CIE Automotive,Auto Components,Public,AmbitionBox
Newgen Software Technologies,IT Services & Consulting,Public,AmbitionBox
Pine Labs,FinTech,Private,AmbitionBox
Godrej Consumer Products,FMCG,Public,AmbitionBox
Dhoot Transmission,Power,Private,AmbitionBox
Jindal X,BPO,Public,AmbitionBox
1point1 Solutions,BPO,Public,AmbitionBox
Bosch Chassis Systems,Auto Components,Private,AmbitionBox
Tata Advanced Systems,Aviation,Private,AmbitionBox
Thyrocare Technologies,Healthcare,Public,AmbitionBox
Iris Software,IT Services & Consulting,Private,AmbitionBox
Toppr,EdTech,Private,AmbitionBox
Amara Raja Batteries,Auto Components,,AmbitionBox
Episource,IT Services & Consulting,Private,AmbitionBox
Orion Edutech,EdTech,Private,AmbitionBox
Tata Chemicals,Chemicals,Public,AmbitionBox
V2 Retail,Fashion & Textile,Public,AmbitionBox
Matrimony.com,Internet,Public,AmbitionBox
Eureka Outsourcing Solutions,BPO,Private,AmbitionBox
Automotive Manufacturers,Automobile,Private,AmbitionBox
IndiaFirst Life Insurance,Insurance,Government,AmbitionBox
Coca-Cola Company,Marketing & Advertising,Private,AmbitionBox
Hinduja Leyland Finance,FinTech,Private,AmbitionBox
ManpowerGroup,Recruitment,Private,AmbitionBox
NEC,IT Services & Consulting,Private,AmbitionBox
Atos Global IT Solutions And Services,IT Services & Consulting,,AmbitionBox
Feedback Infrastructure Services,Engineering & Construction,Private,AmbitionBox
FastInfo,EdTech,Private,AmbitionBox
Sansera Engineering,Auto Components,Public,AmbitionBox
Kendriya Vidyalaya Sangathan,Education & Training,Public,AmbitionBox
Vibgyor High School,Education & Training,Private,AmbitionBox
Viraj Profiles,Iron & Steel,Private,AmbitionBox
Spandana Sphoorty Financial,NBFC,Public,AmbitionBox
Slk Software Services,IT Services & Consulting,Private,AmbitionBox
Suryoday Small Finance Bank,Banking,Private,AmbitionBox
Kirloskar Oil Engines,Industrial Machinery,Public,AmbitionBox
Dana Anand,Auto Components,Private,AmbitionBox
Ceasefire Industries,Law Enforcement & Security,Private,AmbitionBox
Barbeque Nation,Retail,Private,AmbitionBox
MDIndia Health Insurance TPA,Insurance,Private,AmbitionBox
Jaquar,Furniture & Furnishing,Private,AmbitionBox
Eaton Corporation,Power,Public,AmbitionBox
Morgan Stanley,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Apco Infratech,Engineering & Construction,Private,AmbitionBox
Next Education India,EdTech,Private,AmbitionBox
Hathway,Media & Entertainment,Private,AmbitionBox
Gujarat Fluorochemicals,Chemicals,Private,AmbitionBox
Clover Infotech,IT Services & Consulting,Private,AmbitionBox
Redcliffe Labs,Healthcare,Private,AmbitionBox
Alstom,Urban Transport,Private,AmbitionBox
JSW Cement,Building Material,Private,AmbitionBox
Hatsun Agro Product,FMCG,Public,AmbitionBox
SAI Life Sciences,Pharma,Public,AmbitionBox
TE Connectivity,Consumer Electronics & Appliances,Private,AmbitionBox
JK Lakshmi Cement,Building Material,Public,AmbitionBox
Karvy Computershare,,,AmbitionBox
Hyundai Mobis,Auto Components,Private,AmbitionBox
Nirma,Chemicals,Private,AmbitionBox
RBL FinServe,Financial Services,Private,AmbitionBox
Shubham Housing Development Finance,NBFC,Private,AmbitionBox
Karvy Stock Broking,Financial Services,Private,AmbitionBox
Shriram Life Insurance,Insurance,Private,AmbitionBox
Parexel International,Healthcare,Private,AmbitionBox
Globiva,BPO,Private,AmbitionBox
Schaeffler India,Auto Components,Public,AmbitionBox
Tietoevry,IT Services & Consulting,Public,AmbitionBox
Infogain,IT Services & Consulting,Private,AmbitionBox
Rockman Industries,Auto Components,Private,AmbitionBox
Wheelseye Technology,Logistics,Private,AmbitionBox
EPAM Systems,IT Services & Consulting,,AmbitionBox
Indegene,Analytics & KPO,Private,AmbitionBox
Shadowfax Technologies,Logistics,Public,AmbitionBox
CADD Centre Training Services,Education & Training,Private,AmbitionBox
AstraZeneca,IT Services & Consulting,Public,AmbitionBox
TCS iON,IT Services & Consulting,,AmbitionBox
Novo Nordisk,Pharma,Private,AmbitionBox
VIP Industries,Retail,Public,AmbitionBox
Sunknowledge Services,Healthcare,Private,AmbitionBox
OM Logistics,Logistics,Private,AmbitionBox
Aarvee Associates,Engineering & Construction,Private,AmbitionBox
Thomas Cook,Travel & Tourism,Public,AmbitionBox
EYGBS,Analytics & KPO,,AmbitionBox
Nilkamal,Furniture & Furnishing,Public,AmbitionBox
Pricol,Auto Components,Public,AmbitionBox
Schindler,,,AmbitionBox
Ruchi Soya Industries,Food Processing,Public,AmbitionBox
Colgate Palmolive,FMCG,Public,AmbitionBox
Kirloskar Brothers,Industrial Machinery,Public,AmbitionBox
Adobe,Software Product,Public,AmbitionBox
PNC Infratech,Engineering & Construction,Public,AmbitionBox
GAMMON INDIA,Engineering & Construction,Public,AmbitionBox
Decathlon,Retail,Private,AmbitionBox
Pizza Hut,Hospitality,Private,AmbitionBox
Patra Corporation,IT Services & Consulting,Private,AmbitionBox
TK Elevator,Industrial Machinery,Private,AmbitionBox
Future Supply Chain Solutions,Logistics,Public,AmbitionBox
C&S Electric,Electrical Equipment,Private,AmbitionBox
Unicharm,Beauty & Personal Care,Private,AmbitionBox
SNC-Lavalin,Engineering & Construction,Public,AmbitionBox
Fidelity Investment,Financial Services,Private,AmbitionBox
Capacit'e Infraprojects,Engineering & Construction,Public,AmbitionBox
Yashoda Hospitals,Healthcare,Private,AmbitionBox
C.R.I. Pumps,Industrial Machinery,Private,AmbitionBox
CRB Tech Solution,EdTech,Private,AmbitionBox
Indusind Marketing & Financial Services,Financial Services,Private,AmbitionBox
Ion Exchange India,Waste Management,Public,AmbitionBox
Sundaram Finance,NBFC,Public,AmbitionBox
Adani Group,Power,Public,AmbitionBox
Duck Creek Technologies,Software Product,LLP,AmbitionBox
Fluor Daniel India,Engineering & Construction,Private,AmbitionBox
Telenor,Telecom,Private,AmbitionBox
Punjab National Bank,Banking,Private,AmbitionBox
Perfetti Van Melle,Food Processing,Private,AmbitionBox
QualityKiosk Technologies,IT Services & Consulting,Private,AmbitionBox
Hindustan Zinc,Metals & Mining,Public,AmbitionBox
Nexa,Automobile,Private,AmbitionBox
INDO-MIM,Industrial Machinery,Private,AmbitionBox
FLSmidth,Industrial Machinery,Private,AmbitionBox
Gmmco,Real Estate,Private,AmbitionBox
Micromax Informatics,Consumer Electronics & Appliances,Private,AmbitionBox
Edelweiss Tokio Life Insurance,Financial Services,,AmbitionBox
eClinicalWorks,IT Services & Consulting,Private,AmbitionBox
THE LEELA PALACES HOTELS & RESORTS,Hospitality,Private,AmbitionBox
Sri Chaitanya Educational Institutions,Education & Training,Private,AmbitionBox
The Ramco Cements,Building Material,Public,AmbitionBox
Barclays Global Service Centre,IT Services & Consulting,Private,AmbitionBox
Sandvik Asia,Industrial Machinery,Private,AmbitionBox
LOREAL,Beauty & Personal Care,Private,AmbitionBox
Centum Electronics,Consumer Electronics & Appliances,Public,AmbitionBox
Acme Cleantech Solutions,Industrial Machinery,Private,AmbitionBox
Canara Bank,Banking,Public,AmbitionBox
Reliance Capital,Financial Services,Public,AmbitionBox
Medlife,Internet,Private,AmbitionBox
Mahindra First Choice Wheels,Automobile,Private,AmbitionBox
KEI Industries,Building Material,Public,AmbitionBox
Star Union Dai-ichi Life Insurance,Insurance,Government,AmbitionBox
Visionet Systems,IT Services & Consulting,Private,AmbitionBox
Mswipe Technologies,FinTech,Private,AmbitionBox
Panacea Biotec,Biotechnology,Public,AmbitionBox
Olam,Food Processing,Public,AmbitionBox
Marks & Spencer,Retail,Private,AmbitionBox
Pramerica Life Insurance,Insurance,Private,AmbitionBox
